GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US04011,04011,ZCTA5 04011,8316,430,55833,6342,95.6,1.5,57153,6205,0.9,0.7,77614,116759,0.8,0.7,14688,6266,1.0,0.9,26071,88310,0.2,0.3,-,**,0.2,0.3,-,**,1.3,0.8,33000,61946,0.9,0.7,56771,33534,94.9,1.7,57035,6540,2.3,1.4,23750,29835,21.6,2.1,57933,8352,42.4,2.9,70179,8271,33.7,2.2,37781,8351,4791,244,75246,5926,36.3,3.5,73514,14855,63.7,3.5,76054,5923,79.3,4.3,83105,3109,14.2,3.4,34150,5504,6.6,2.4,37143,16208,3525,432,30025,3870,65.4,5.2,29420,4407,56.5,5.2,25411,4534,8.9,3.4,64718,8398,34.6,5.2,31382,7970,29.2,4.8,25923,6762,5.4,3.1,52353,31187,24.7,(X),(X),(X),25.4,(X),(X),(X),22.8,(X),(X),(X)
8600000US04015,04015,ZCTA5 04015,1568,133,51327,11574,96.0,2.8,52092,14560,0.0,1.4,-,**,2.1,2.2,42344,166890,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,1.8,2.0,-,**,0.0,1.4,-,**,96.0,2.8,52092,14560,0.6,1.0,-,**,29.2,5.8,44727,15383,45.1,7.2,66199,9504,25.1,5.7,36750,14990,1077,116,54625,18179,46.1,9.8,50720,18744,53.9,9.8,66563,22511,75.1,9.4,65647,12311,20.1,8.4,28636,24868,4.8,4.8,82903,83670,491,148,42125,18806,64.8,14.0,44333,41031,54.0,13.2,29875,30954,10.8,9.7,66792,11842,35.2,14.0,34777,16958,24.0,13.1,26875,21361,11.2,8.6,71319,33428,32.0,(X),(X),(X),36.7,(X),(X),(X),20.8,(X),(X),(X)
8600000US04017,04017,ZCTA5 04017,237,53,57321,19224,100.0,9.1,57321,19224,0.0,9.1,-,**,0.0,9.1,-,**,0.0,9.1,-,**,0.0,9.1,-,**,0.0,9.1,-,**,0.0,9.1,-,**,0.0,9.1,-,**,100.0,9.1,57321,19224,0.0,9.1,-,**,11.4,8.1,43542,144136,33.8,10.1,78571,7740,54.9,10.3,47917,19592,145,40,78661,10863,17.9,11.1,92500,109386,82.1,11.1,77813,12568,81.4,10.4,87500,29187,14.5,10.2,9519,8095,4.1,4.3,26250,39514,92,30,29167,17068,77.2,12.6,27188,17472,71.7,15.1,25625,11329,5.4,8.6,112917,77036,22.8,12.6,42708,27575,19.6,12.9,43333,21312,3.3,4.5,28750,16632,30.4,(X),(X),(X),30.3,(X),(X),(X),30.4,(X),(X),(X)
8600000US04019,04019,ZCTA5 04019,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US04020,04020,ZCTA5 04020,563,61,40069,8647,98.2,2.1,39250,8546,0.0,3.9,-,**,0.0,3.9,-,**,0.0,3.9,-,**,0.0,3.9,-,**,0.0,3.9,-,**,1.8,2.1,-,**,0.0,3.9,-,**,98.2,2.1,39250,8546,2.3,3.0,-,**,28.4,6.1,49265,22639,44.2,6.5,53393,11229,25.0,5.6,25625,6139,390,60,49412,8955,50.3,8.4,42250,9875,49.7,8.4,60357,6339,59.2,9.3,62404,6510,34.1,9.1,31058,7840,6.7,5.7,"2,500-",***,173,50,18750,9253,79.8,9.1,17857,8986,66.5,13.3,14438,7459,13.3,9.6,28625,45107,20.2,9.1,31042,24040,18.5,9.0,31667,17828,1.7,2.5,-,**,21.3,(X),(X),(X),19.5,(X),(X),(X),21.4,(X),(X),(X)
8600000US04021,04021,ZCTA5 04021,2173,128,94428,13178,98.8,1.4,94069,11430,0.0,1.0,-,**,0.0,1.0,-,**,1.2,1.4,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.4,0.6,-,**,98.4,1.5,93963,10892,0.0,1.0,-,**,28.1,4.7,86369,11779,50.2,4.9,135144,14612,21.7,3.6,51833,3588,1747,124,107736,21396,51.0,6.5,108583,39138,49.0,6.5,107000,21605,82.0,7.0,126711,8592,12.1,5.7,67578,2169,5.9,3.5,89390,44637,426,151,85233,57153,64.8,17.3,36719,22696,50.2,18.4,28929,13880,14.6,14.3,-,**,35.2,17.3,94013,96367,24.9,17.1,92566,13265,10.3,9.6,186250,73467,19.3,(X),(X),(X),20.8,(X),(X),(X),13.1,(X),(X),(X)
8600000US04022,04022,ZCTA5 04022,471,56,49803,6386,100.0,4.7,49803,6386,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,100.0,4.7,49803,6386,1.7,2.6,-,**,27.2,6.2,50714,24536,39.1,7.0,57250,11270,32.1,7.8,45750,7245,320,50,62794,14404,33.4,9.3,41250,21612,66.6,9.3,65694,12596,80.9,9.2,71250,10160,15.0,8.0,25500,19359,4.1,3.3,40179,41449,151,47,34583,17200,33.8,12.6,53750,22846,27.2,12.9,49375,20937,6.6,5.2,58750,28064,66.2,12.6,19167,12433,51.0,13.7,26250,18555,15.2,13.8,11797,37078,21.9,(X),(X),(X),24.1,(X),(X),(X),17.2,(X),(X),(X)
8600000US04024,04024,ZCTA5 04024,221,40,65197,4099,100.0,9.7,65197,4099,0.0,9.7,-,**,0.0,9.7,-,**,0.0,9.7,-,**,0.0,9.7,-,**,0.0,9.7,-,**,0.0,9.7,-,**,0.0,9.7,-,**,100.0,9.7,65197,4099,0.0,9.7,-,**,30.8,10.9,74545,10991,42.5,10.7,66667,23901,26.7,8.2,27083,13383,163,35,72614,11215,52.8,12.2,78667,6512,47.2,12.2,58750,30627,87.1,7.9,73864,8095,7.4,6.2,44167,59761,5.5,4.7,30893,5779,58,27,17273,17828,74.1,18.6,27083,18746,63.8,21.4,17361,20981,10.3,11.3,-,**,25.9,18.6,13750,18740,19.0,17.1,9583,7471,6.9,9.8,-,**,28.5,(X),(X),(X),36.8,(X),(X),(X),5.2,(X),(X),(X)
8600000US04027,04027,ZCTA5 04027,2218,195,62870,14584,100.0,1.0,62870,14584,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,100.0,1.0,62870,14584,0.5,0.9,-,**,34.4,6.5,73333,10027,46.8,8.0,62056,14443,18.3,6.3,27399,10070,1648,174,65964,8959,53.8,8.9,68382,7800,46.2,8.9,61042,18007,78.1,9.1,71875,8227,13.5,7.0,48359,37661,8.4,6.6,31563,71861,570,177,26611,10860,67.9,15.7,22625,8964,60.2,17.2,19235,7268,7.7,6.2,68409,35704,32.1,15.7,52431,19524,17.2,11.6,42000,19168,14.9,11.9,68694,29463,28.8,(X),(X),(X),26.2,(X),(X),(X),27.4,(X),(X),(X)
8600000US04029,04029,ZCTA5 04029,750,74,50500,4619,98.1,1.6,51167,4560,0.0,3.0,-,**,0.9,1.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.9,0.9,-,**,0.0,3.0,-,**,98.1,1.6,51167,4560,3.5,3.3,49583,15488,21.6,5.5,58000,18655,52.9,6.0,52853,3575,22.0,4.9,45938,8800,469,53,56645,4098,29.0,6.7,57083,5878,71.0,6.7,56442,5439,82.3,6.2,59700,7314,12.6,5.7,35313,7314,5.1,2.9,21250,11676,281,71,45804,9113,37.4,9.3,34219,23194,35.2,9.5,34219,23203,2.1,2.6,-,**,62.6,9.3,46786,6425,52.7,11.3,42250,12966,10.0,8.5,66875,41154,27.5,(X),(X),(X),29.0,(X),(X),(X),24.9,(X),(X),(X)
8600000US04030,04030,ZCTA5 04030,900,184,61934,13215,100.0,2.5,61934,13215,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,0.0,2.5,-,**,100.0,2.5,61934,13215,0.0,2.5,-,**,27.1,10.8,60417,16599,58.7,12.7,65577,33897,14.2,8.0,61944,38691,726,172,65208,11256,35.7,13.4,56750,21734,64.3,13.4,79353,29928,71.3,13.3,86184,30394,14.5,10.3,22250,15697,14.2,10.4,36434,29699,174,99,36042,7000,42.5,25.3,33333,5598,42.5,25.3,33333,5598,0.0,12.1,-,**,57.5,25.3,38718,31095,40.2,30.5,37756,36563,17.2,25.4,-,**,36.7,(X),(X),(X),35.5,(X),(X),(X),15.5,(X),(X),(X)
8600000US04032,04032,ZCTA5 04032,3133,162,72526,10539,94.7,2.4,70288,12016,0.4,0.6,-,**,0.0,0.7,-,**,2.0,1.9,-,**,0.5,0.8,-,**,0.0,0.7,-,**,2.4,2.2,34766,293249,0.5,0.7,-,**,94.4,2.4,69928,12099,1.4,1.8,-,**,30.3,5.5,76542,25330,45.5,6.9,86853,19560,22.8,5.2,31563,4668,2267,138,89094,18888,46.4,6.1,104943,11613,53.6,6.1,77214,16848,85.8,4.9,102400,12600,9.9,4.2,36532,5707,4.3,3.4,31938,47615,866,183,36950,4790,64.9,11.8,33611,12712,51.7,11.2,27135,6419,13.2,8.2,74375,42431,35.1,11.8,37200,7280,29.6,10.6,36000,7348,5.5,6.7,-,**,19.6,(X),(X),(X),20.6,(X),(X),(X),15.5,(X),(X),(X)
8600000US04037,04037,ZCTA5 04037,1461,101,42287,9143,99.4,0.9,42639,9580,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,0.6,0.9,-,**,0.0,1.5,-,**,99.4,0.9,42639,9580,0.0,1.5,-,**,21.6,5.0,53242,11410,50.1,6.1,47870,10021,28.3,5.0,31513,5191,891,70,55893,11087,29.3,5.9,62721,8258,70.7,5.9,48148,17376,77.8,6.7,66815,7006,11.3,5.7,25284,12919,10.9,4.8,40417,15590,570,112,27109,6268,62.8,11.4,24722,11061,55.4,12.8,23889,11885,7.4,6.9,27143,131769,37.2,11.4,29643,36932,21.9,8.5,23750,2877,15.3,9.0,61875,27089,26.4,(X),(X),(X),27.8,(X),(X),(X),24.2,(X),(X),(X)
8600000US04038,04038,ZCTA5 04038,5928,263,74563,6556,97.0,1.8,74524,6436,0.9,1.0,128289,4524,0.1,0.2,-,**,0.0,0.4,-,**,0.0,0.4,-,**,0.4,0.6,-,**,1.6,1.2,22792,31707,0.5,0.6,-,**,96.5,1.9,74812,6544,1.7,1.5,31208,6971,33.0,2.9,82817,5934,46.2,2.9,82401,18394,19.0,2.6,51362,5668,4256,222,84435,6925,44.6,4.7,89976,13929,55.4,4.7,80179,7632,83.2,3.9,92643,13158,10.9,3.2,58229,11101,5.9,2.7,88798,17436,1672,264,43963,7205,56.2,7.4,50213,15508,46.6,8.3,36250,19263,9.6,6.1,84755,121271,43.8,7.4,41190,12277,24.9,8.2,25000,13630,18.9,7.8,69107,22422,20.6,(X),(X),(X),21.7,(X),(X),(X),17.9,(X),(X),(X)
8600000US04039,04039,ZCTA5 04039,2769,206,66887,8348,98.2,1.5,67650,7494,0.0,0.8,-,**,0.0,0.8,-,**,0.3,0.6,-,**,0.0,0.8,-,**,0.5,0.8,-,**,1.0,1.3,-,**,2.9,2.1,66190,24908,95.8,2.5,67767,10054,3.8,3.0,29412,13688,39.0,5.2,66250,13900,40.6,5.0,90021,21233,16.6,3.4,42679,9285,2013,152,75922,8471,51.0,6.4,80071,19702,49.0,6.4,71763,10819,81.0,6.6,90914,9076,11.7,5.6,21492,9158,7.3,3.9,41832,3370,756,209,36277,11508,42.6,13.1,37381,25309,29.4,11.7,29750,29590,13.2,7.8,49457,80773,57.4,13.1,34111,14396,42.5,12.2,33516,24425,14.9,9.4,34440,24691,28.3,(X),(X),(X),24.8,(X),(X),(X),34.4,(X),(X),(X)
8600000US04040,04040,ZCTA5 04040,1367,83,55034,5649,98.3,1.6,55811,5860,0.8,1.3,-,**,0.3,0.5,-,**,0.4,0.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.2,0.4,-,**,0.0,1.6,-,**,98.3,1.6,55811,5860,0.0,1.6,-,**,18.4,4.2,54375,21091,49.6,4.2,56023,8217,32.0,4.5,53571,25871,904,66,64627,4083,27.1,5.7,60417,16722,72.9,5.7,66719,8149,80.4,5.0,72526,11279,13.7,4.1,34722,25106,5.9,3.1,46094,52351,463,95,29958,8196,52.5,12.7,26964,3802,45.6,12.2,25964,6508,6.9,5.8,59821,115981,47.5,12.7,34338,5242,35.9,10.5,33456,5254,11.7,6.1,44423,33173,25.2,(X),(X),(X),27.7,(X),(X),(X),18.1,(X),(X),(X)
8600000US04041,04041,ZCTA5 04041,581,53,42455,4886,99.3,1.1,42277,4681,0.0,3.8,-,**,0.0,3.8,-,**,0.7,1.1,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,0.0,3.8,-,**,99.3,1.1,42277,4681,0.7,0.9,-,**,25.3,6.6,57083,4243,50.1,7.5,43512,10125,23.9,5.2,23365,6032,405,50,54375,8151,35.3,8.1,54375,6767,64.7,8.1,55000,15252,77.8,9.3,58417,5058,12.8,6.5,40250,13958,9.4,6.7,42500,4493,176,42,18871,1465,40.9,11.3,14750,8920,30.7,10.9,13250,3801,10.2,7.0,23750,9520,59.1,11.3,19545,3739,50.0,11.8,18864,2009,9.1,5.4,36667,15658,35.6,(X),(X),(X),39.3,(X),(X),(X),27.3,(X),(X),(X)
8600000US04042,04042,ZCTA5 04042,1726,104,62016,10751,99.1,1.5,61411,10438,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.9,1.5,-,**,0.0,1.3,-,**,99.1,1.5,61411,10438,0.0,1.3,-,**,26.7,4.6,63155,16830,51.0,6.7,69766,4837,22.2,4.8,38289,8940,1157,111,72644,7237,35.1,7.4,66667,8584,64.9,7.4,75987,6939,83.8,6.7,78038,4178,7.3,4.9,31471,25372,9.0,5.7,41538,14631,569,136,29698,13355,60.1,11.5,36136,16446,46.6,12.0,27841,21974,13.5,7.1,46188,19535,39.9,11.5,29018,12562,21.4,8.7,19750,29432,18.5,11.7,29508,38534,14.5,(X),(X),(X),14.3,(X),(X),(X),13.5,(X),(X),(X)
8600000US04043,04043,ZCTA5 04043,4577,186,72489,8022,99.0,0.8,75000,8387,0.0,0.5,-,**,0.5,0.6,-,**,0.0,0.5,-,**,0.0,0.5,-,**,0.3,0.5,-,**,0.2,0.3,-,**,0.3,0.6,-,**,98.6,1.0,73667,7488,0.3,0.4,-,**,22.1,3.4,80889,12383,38.8,4.4,91394,9054,38.8,4.7,46111,12587,3151,176,92326,9737,34.3,4.4,96683,9279,65.7,4.4,90585,13068,84.6,5.7,102708,10172,11.2,4.9,53214,31618,4.2,2.8,57533,30222,1426,271,30965,6045,63.3,11.1,31588,8807,56.2,11.2,30868,8832,7.1,3.7,67411,51376,36.7,11.1,26058,14783,29.1,10.8,23377,4826,7.6,4.5,81205,28172,23.7,(X),(X),(X),20.8,(X),(X),(X),29.3,(X),(X),(X)
8600000US04046,04046,ZCTA5 04046,3081,161,69225,5390,96.1,2.4,70036,5123,2.7,2.1,14028,83849,0.5,0.8,-,**,0.1,0.2,-,**,0.0,0.7,-,**,0.3,0.5,-,**,0.4,0.5,-,**,0.0,0.7,-,**,96.1,2.4,70036,5123,2.9,2.2,13500,211067,20.0,3.3,72031,10498,50.4,3.5,85208,14601,26.7,3.4,43242,4952,2016,135,90349,15876,32.3,5.3,91500,31762,67.7,5.3,88636,18612,87.0,4.3,96667,15307,8.6,3.7,41667,12527,4.4,2.2,53452,10451,1065,174,35560,3000,52.6,8.7,33988,3884,43.8,8.4,32708,4283,8.7,5.2,50391,20987,47.4,8.7,40372,9488,32.0,9.0,35265,5823,15.4,7.4,67857,31592,24.0,(X),(X),(X),21.9,(X),(X),(X),27.4,(X),(X),(X)
8600000US04047,04047,ZCTA5 04047,701,83,43750,12518,96.1,3.6,44444,12186,0.0,3.2,-,**,3.6,3.6,-,**,0.0,3.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,0.3,0.6,-,**,0.0,3.2,-,**,96.1,3.6,44444,12186,1.6,1.5,17813,19932,22.0,6.1,33750,12371,58.1,7.0,55486,7405,18.4,4.3,32625,5195,457,67,52583,6031,33.0,7.9,43281,11609,67.0,7.9,56500,6442,72.2,8.9,62000,9172,19.3,7.9,25769,14203,8.5,5.6,32396,16199,244,68,17500,6001,50.4,12.7,15865,4281,43.4,12.1,14333,4830,7.0,7.2,17125,76730,49.6,12.7,21250,20705,33.6,11.6,20278,10031,16.0,9.7,60417,82752,19.8,(X),(X),(X),25.4,(X),(X),(X),9.4,(X),(X),(X)
8600000US04048,04048,ZCTA5 04048,1033,67,55959,6278,96.7,4.0,56948,5780,2.4,3.9,-,**,0.0,2.2,-,**,0.6,0.7,-,**,0.0,2.2,-,**,0.0,2.2,-,**,0.3,0.5,-,**,0.0,2.2,-,**,96.7,4.0,56948,5780,3.7,4.0,56300,4234,37.3,6.8,57604,18849,41.8,6.8,60556,10073,17.2,4.3,46111,5519,831,52,54479,9543,46.3,8.3,39398,14515,53.7,8.3,62273,10688,65.9,8.4,67826,8824,25.8,7.8,33662,1953,8.3,4.8,38542,9268,202,65,44048,12533,30.7,10.7,16250,9959,22.8,9.1,14643,9174,7.9,5.8,45625,64416,69.3,10.7,50326,8073,56.4,14.8,47917,14907,12.9,8.7,90500,51919,29.0,(X),(X),(X),27.1,(X),(X),(X),26.2,(X),(X),(X)
8600000US04049,04049,ZCTA5 04049,1353,122,60191,9154,99.5,0.9,60042,9274,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.0,1.6,-,**,0.5,0.9,-,**,0.0,1.6,-,**,2.8,2.8,85375,136958,96.7,2.9,59884,9733,0.0,1.6,-,**,30.0,5.1,75263,23965,50.4,6.7,66429,13124,19.6,6.3,28750,7386,1009,95,71597,10556,36.9,6.3,80402,11979,63.1,6.3,68639,8169,84.2,6.8,76012,9334,11.2,6.2,53102,31618,4.6,4.2,28913,99946,344,119,28939,7536,41.0,17.2,16103,14175,32.3,16.6,10156,9653,8.7,8.2,66538,25266,59.0,17.2,38819,14225,53.2,17.2,32361,15696,5.8,6.0,61875,88884,19.3,(X),(X),(X),20.5,(X),(X),(X),15.7,(X),(X),(X)
8600000US04050,04050,ZCTA5 04050,122,26,45313,12012,100.0,16.8,45313,12012,0.0,16.8,-,**,0.0,16.8,-,**,0.0,16.8,-,**,0.0,16.8,-,**,0.0,16.8,-,**,0.0,16.8,-,**,0.0,16.8,-,**,100.0,16.8,45313,12012,0.0,16.8,-,**,4.9,8.2,61667,34387,58.2,11.4,45250,16490,36.9,10.4,41250,20304,73,25,60625,11737,15.1,11.6,61250,40342,84.9,11.6,58750,19298,97.3,4.5,61042,11014,2.7,4.5,-,**,0.0,26.0,-,**,49,16,32292,7983,55.1,20.2,40250,14198,46.9,18.4,38125,17401,8.2,9.6,-,**,44.9,20.2,30000,10128,36.7,20.8,26667,4377,8.2,9.0,-,**,15.6,(X),(X),(X),20.5,(X),(X),(X),8.2,(X),(X),(X)
8600000US04051,04051,ZCTA5 04051,465,64,62422,6574,94.2,6.2,60938,5047,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,0.0,4.7,-,**,4.9,6.1,-,**,0.9,1.9,-,**,6.0,6.4,-,**,93.1,6.6,60547,4738,0.6,1.1,-,**,16.1,5.6,53750,23109,54.4,7.7,64250,10363,28.8,7.2,68846,12721,343,59,65096,6940,31.8,9.7,59063,19877,68.2,9.7,68472,19504,84.8,6.4,67891,9195,11.4,4.8,46750,10301,3.8,4.1,-,**,122,46,29643,19689,49.2,16.0,25000,39859,47.5,16.4,21250,30952,1.6,2.5,-,**,50.8,16.0,30833,19527,50.8,16.0,30833,19527,0.0,16.8,-,**,28.6,(X),(X),(X),27.1,(X),(X),(X),28.7,(X),(X),(X)
8600000US04055,04055,ZCTA5 04055,1640,169,57683,8617,98.6,2.0,58034,8043,1.4,2.0,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,98.6,2.0,58034,8043,0.0,1.4,-,**,25.4,5.4,64940,12565,46.9,6.1,62837,8685,27.7,6.3,38438,16657,1087,104,69018,11476,42.0,7.6,70995,10009,58.0,7.6,65000,22673,78.0,8.8,77794,15959,12.4,5.8,52292,37318,9.6,6.0,54091,26078,553,169,27630,11961,38.3,14.2,29545,41445,27.8,12.7,19274,13421,10.5,6.4,97941,62184,61.7,14.2,22274,12557,54.4,15.1,21580,5376,7.2,6.6,60781,44231,23.7,(X),(X),(X),26.7,(X),(X),(X),17.7,(X),(X),(X)
8600000US04056,04056,ZCTA5 04056,94,37,28750,12583,92.6,12.7,30625,18821,0.0,21.1,-,**,7.4,12.7,-,**,0.0,21.1,-,**,0.0,21.1,-,**,0.0,21.1,-,**,0.0,21.1,-,**,0.0,21.1,-,**,92.6,12.7,30625,18821,10.6,15.4,-,**,25.5,19.6,56071,15951,43.6,22.9,30417,27711,20.2,15.9,24107,5879,65,34,32031,12977,35.4,22.4,30781,7145,64.6,22.4,50833,41390,47.7,26.5,34583,24883,4.6,7.2,-,**,47.7,25.4,31719,20981,29,20,14712,14100,41.4,36.6,15833,14111,41.4,36.6,15833,14109,0.0,45.8,-,**,58.6,36.6,14432,25414,58.6,36.6,14432,25414,0.0,45.8,-,**,41.5,(X),(X),(X),29.2,(X),(X),(X),41.4,(X),(X),(X)
8600000US04057,04057,ZCTA5 04057,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,10,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US04061,04061,ZCTA5 04061,1149,189,70085,10512,100.0,1.9,70085,10512,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,100.0,1.9,70085,10512,1.0,1.7,-,**,44.9,10.7,70000,30755,46.4,11.8,75448,8622,7.7,3.6,21146,16554,893,170,75259,10843,45.4,13.8,53661,68643,54.6,13.8,75613,5965,77.5,11.4,86176,13848,11.6,7.2,31750,21265,10.9,9.2,27070,42978,256,104,57917,21524,46.1,23.9,85417,106080,20.7,15.2,11597,31865,25.4,23.2,140518,88291,53.9,23.9,57750,30358,31.3,19.4,58333,23694,22.7,18.2,37059,46463,31.0,(X),(X),(X),27.2,(X),(X),(X),37.9,(X),(X),(X)
8600000US04062,04062,ZCTA5 04062,6453,235,66307,3029,97.9,1.1,66262,3060,0.6,0.7,-,**,0.2,0.4,-,**,0.0,0.3,-,**,0.0,0.3,-,**,0.0,0.3,-,**,1.3,0.9,47292,49011,0.5,0.5,98611,99800,97.4,1.2,66214,3043,2.8,2.1,50870,43743,38.4,3.4,72240,8824,38.4,3.1,73013,6645,20.4,2.7,42755,6735,4406,212,75997,4900,46.8,3.8,72563,14993,53.2,3.8,78287,7110,78.8,4.7,86340,5401,12.5,3.5,47361,16311,8.7,3.5,50199,5951,2047,288,37993,10661,64.7,5.9,39342,15077,46.3,7.6,26056,11189,18.4,7.3,63553,9038,35.3,5.9,36361,21155,19.3,5.5,24479,7517,16.0,5.2,59679,27203,23.2,(X),(X),(X),23.6,(X),(X),(X),21.7,(X),(X),(X)
8600000US04063,04063,ZCTA5 04063,204,63,18654,22422,93.6,11.0,14967,40509,0.0,10.4,-,**,6.4,11.0,-,**,0.0,10.4,-,**,0.0,10.4,-,**,0.0,10.4,-,**,0.0,10.4,-,**,0.0,10.4,-,**,93.6,11.0,14967,40509,0.0,10.4,-,**,6.4,7.8,-,**,29.4,15.3,42115,22584,64.2,15.6,14836,8609,54,34,71731,60531,7.4,22.6,-,**,92.6,22.6,71346,81526,83.3,25.7,80313,76378,0.0,32.7,-,**,16.7,25.7,-,**,150,59,14211,4867,66.0,28.3,12639,13338,66.0,28.3,12639,13338,0.0,13.9,-,**,34.0,28.3,14698,6614,28.0,28.0,-,**,6.0,9.7,-,**,15.2,(X),(X),(X),16.7,(X),(X),(X),14.7,(X),(X),(X)
