year,source,hsanum,hsacity,hsastate,agesex_grp,pop
2011,Census+HUD,20014,Dover-Foxcroft,ME,M_60_64,906.7514000000001
2011,Census+HUD,20015,Ellsworth,ME,M_60_64,1133.65962
2011,Census+HUD,20016,Farmington,ME,M_60_64,1387.87657
2011,Census+HUD,20017,Fort Kent,ME,M_60_64,546.03448
2011,Census+HUD,20018,Houlton,ME,M_60_64,643.07691
2011,Census+HUD,20019,Lewiston,ME,M_60_64,3626.25392
2011,Census+HUD,20020,Lincoln,ME,M_60_64,417.93843
2011,Census+HUD,20021,Machias,ME,M_60_64,644.95614
2011,Census+HUD,20022,Millinocket,ME,M_60_64,358.66925999999995
2011,Census+HUD,20023,Norway,ME,M_60_64,1019.44451
2011,Census+HUD,20024,Pittsfield,ME,M_60_64,656.4729
2011,Census+HUD,20025,Portland,ME,M_60_64,8041.55361
2011,Census+HUD,20026,Presque Isle,ME,M_60_64,846.50108
2011,Census+HUD,20027,Rockland,ME,M_60_64,2000.11788
2011,Census+HUD,20028,Rumford,ME,M_60_64,639.19558
2011,Census+HUD,20029,Sanford,ME,M_60_64,1651.2601
2011,Census+HUD,20030,Skowhegan,ME,M_60_64,1106.46361
2011,Census+HUD,20031,Waterville,ME,M_60_64,2580.60674
2011,Census+HUD,20033,York,ME,M_60_64,1401.9313
2011,Census+HUD,20035,Greenville,ME,M_60_64,99.83697000000001
2011,Census+HUD,30006,Dover,NH,M_60_64,434.2884
2011,Census+HUD,20001,Augusta,ME,M_65_69,1778.38156
2011,Census+HUD,20002,Bangor,ME,M_65_69,2922.1419699999997
2011,Census+HUD,20003,Bar Harbor,ME,M_65_69,324.76928
2011,Census+HUD,20005,Belfast,ME,M_65_69,624.375
2011,Census+HUD,20006,Biddeford,ME,M_65_69,1822.2685299999998
2011,Census+HUD,20007,Blue Hill,ME,M_65_69,364.078
2011,Census+HUD,20008,Boothbay Harbor,ME,M_65_69,230.10897
2011,Census+HUD,20009,Bridgton,ME,M_65_69,459.06087
2011,Census+HUD,20010,Brunswick,ME,M_65_69,1828.69387
2011,Census+HUD,20011,Calais,ME,M_65_69,360.519
2011,Census+HUD,20012,Caribou,ME,M_65_69,546.2645
2011,Census+HUD,20013,Damariscotta,ME,M_65_69,399.86465999999996
2011,Census+HUD,20014,Dover-Foxcroft,ME,M_65_69,683.0385
2011,Census+HUD,20015,Ellsworth,ME,M_65_69,829.14212
2011,Census+HUD,20016,Farmington,ME,M_65_69,1068.6643
2011,Census+HUD,20017,Fort Kent,ME,M_65_69,414.41900000000004
2011,Census+HUD,20018,Houlton,ME,M_65_69,485.71965
2011,Census+HUD,20019,Lewiston,ME,M_65_69,2473.20628
2011,Census+HUD,20020,Lincoln,ME,M_65_69,279.0903
2011,Census+HUD,20021,Machias,ME,M_65_69,491.67060000000004
2011,Census+HUD,20022,Millinocket,ME,M_65_69,241.20944999999998
2011,Census+HUD,20023,Norway,ME,M_65_69,725.50709
2011,Census+HUD,20024,Pittsfield,ME,M_65_69,474.14388
2011,Census+HUD,20025,Portland,ME,M_65_69,5342.241789999999
2011,Census+HUD,20026,Presque Isle,ME,M_65_69,642.4615
2011,Census+HUD,20027,Rockland,ME,M_65_69,1508.39514
2011,Census+HUD,20028,Rumford,ME,M_65_69,456.74240999999995
2011,Census+HUD,20029,Sanford,ME,M_65_69,1130.59031
2011,Census+HUD,20030,Skowhegan,ME,M_65_69,839.9544399999999
2011,Census+HUD,20031,Waterville,ME,M_65_69,1784.9892399999999
2011,Census+HUD,20033,York,ME,M_65_69,959.87903
2011,Census+HUD,20035,Greenville,ME,M_65_69,77.016
2011,Census+HUD,30006,Dover,NH,M_65_69,297.35004000000004
2011,Census+HUD,20001,Augusta,ME,M_70_74,1202.52438
2011,Census+HUD,20002,Bangor,ME,M_70_74,2097.48917
2011,Census+HUD,20003,Bar Harbor,ME,M_70_74,213.46976
2011,Census+HUD,20005,Belfast,ME,M_70_74,403.485
2011,Census+HUD,20006,Biddeford,ME,M_70_74,1320.9388999999999
2011,Census+HUD,20007,Blue Hill,ME,M_70_74,239.30725
2011,Census+HUD,20008,Boothbay Harbor,ME,M_70_74,153.02532
2011,Census+HUD,20009,Bridgton,ME,M_70_74,319.51914
2011,Census+HUD,20010,Brunswick,ME,M_70_74,1282.59227
2011,Census+HUD,20011,Calais,ME,M_70_74,264.02715
2011,Census+HUD,20012,Caribou,ME,M_70_74,393.5737
2011,Census+HUD,20013,Damariscotta,ME,M_70_74,265.91496
2011,Census+HUD,20014,Dover-Foxcroft,ME,M_70_74,454.69705
2011,Census+HUD,20015,Ellsworth,ME,M_70_74,555.06806
2011,Census+HUD,20016,Farmington,ME,M_70_74,749.42834
2011,Census+HUD,20017,Fort Kent,ME,M_70_74,298.58140000000003
2011,Census+HUD,20018,Houlton,ME,M_70_74,350.4813
2011,Census+HUD,20019,Lewiston,ME,M_70_74,1738.21653
2011,Census+HUD,20020,Lincoln,ME,M_70_74,203.07254999999998
2011,Census+HUD,20021,Machias,ME,M_70_74,360.07641
2011,Census+HUD,20022,Millinocket,ME,M_70_74,175.40864999999997
2011,Census+HUD,20023,Norway,ME,M_70_74,518.01553
2011,Census+HUD,20024,Pittsfield,ME,M_70_74,333.34386
2011,Census+HUD,20025,Portland,ME,M_70_74,3664.10274
2011,Census+HUD,20026,Presque Isle,ME,M_70_74,462.88190000000003
2011,Census+HUD,20027,Rockland,ME,M_70_74,999.38272
2011,Census+HUD,20028,Rumford,ME,M_70_74,325.92792
2011,Census+HUD,20029,Sanford,ME,M_70_74,819.5503
2011,Census+HUD,20030,Skowhegan,ME,M_70_74,578.5554999999999
2011,Census+HUD,20031,Waterville,ME,M_70_74,1201.53492
2011,Census+HUD,20033,York,ME,M_70_74,695.8039
2011,Census+HUD,20035,Greenville,ME,M_70_74,50.426339999999996
2011,Census+HUD,30006,Dover,NH,M_70_74,215.54520000000002
2011,Census+HUD,20001,Augusta,ME,M_75_79,980.7048199999999
2011,Census+HUD,20002,Bangor,ME,M_75_79,1693.99532
2011,Census+HUD,20003,Bar Harbor,ME,M_75_79,161.02496
2011,Census+HUD,20005,Belfast,ME,M_75_79,306.915
2011,Census+HUD,20006,Biddeford,ME,M_75_79,969.7337799999999
2011,Census+HUD,20007,Blue Hill,ME,M_75_79,180.51475
2011,Census+HUD,20008,Boothbay Harbor,ME,M_75_79,129.04373999999999
2011,Census+HUD,20009,Bridgton,ME,M_75_79,244.82895000000002
2011,Census+HUD,20010,Brunswick,ME,M_75_79,946.0352
2011,Census+HUD,20011,Calais,ME,M_75_79,206.41479999999999
2011,Census+HUD,20012,Caribou,ME,M_75_79,308.0142
2011,Census+HUD,20013,Damariscotta,ME,M_75_79,224.24172
2011,Census+HUD,20014,Dover-Foxcroft,ME,M_75_79,345.90909999999997
2011,Census+HUD,20015,Ellsworth,ME,M_75_79,421.40093
2011,Census+HUD,20016,Farmington,ME,M_75_79,549.4822899999999
2011,Census+HUD,20017,Fort Kent,ME,M_75_79,233.6724
2011,Census+HUD,20018,Houlton,ME,M_75_79,274.68202
2011,Census+HUD,20019,Lewiston,ME,M_75_79,1415.19977
2011,Census+HUD,20020,Lincoln,ME,M_75_79,165.21384
2011,Census+HUD,20021,Machias,ME,M_75_79,281.50552
2011,Census+HUD,20022,Millinocket,ME,M_75_79,142.39206
2011,Census+HUD,20023,Norway,ME,M_75_79,404.35492
2011,Census+HUD,20024,Pittsfield,ME,M_75_79,254.05644
2011,Census+HUD,20025,Portland,ME,M_75_79,2759.3570099999997
2011,Census+HUD,20026,Presque Isle,ME,M_75_79,362.2554
2011,Census+HUD,20027,Rockland,ME,M_75_79,763.3842
2011,Census+HUD,20028,Rumford,ME,M_75_79,253.58153
2011,Census+HUD,20029,Sanford,ME,M_75_79,601.65206
2011,Census+HUD,20030,Skowhegan,ME,M_75_79,423.30679999999995
2011,Census+HUD,20031,Waterville,ME,M_75_79,958.2227300000001
2011,Census+HUD,20033,York,ME,M_75_79,510.80677999999995
2011,Census+HUD,20035,Greenville,ME,M_75_79,37.83282
2011,Census+HUD,30006,Dover,NH,M_75_79,158.23704
2011,Census+HUD,20001,Augusta,ME,M_80_84,689.92844
2011,Census+HUD,20002,Bangor,ME,M_80_84,1151.25142
2011,Census+HUD,20003,Bar Harbor,ME,M_80_84,115.37856
2011,Census+HUD,20005,Belfast,ME,M_80_84,194.805
2011,Census+HUD,20006,Biddeford,ME,M_80_84,701.6263
2011,Census+HUD,20007,Blue Hill,ME,M_80_84,129.3435
2011,Census+HUD,20008,Boothbay Harbor,ME,M_80_84,82.03223
2011,Census+HUD,20009,Bridgton,ME,M_80_84,174.87597
2011,Census+HUD,20010,Brunswick,ME,M_80_84,639.53817
2011,Census+HUD,20011,Calais,ME,M_80_84,136.4317
2011,Census+HUD,20012,Caribou,ME,M_80_84,221.1384
2011,Census+HUD,20013,Damariscotta,ME,M_80_84,142.54894
2011,Census+HUD,20014,Dover-Foxcroft,ME,M_80_84,220.431
2011,Census+HUD,20015,Ellsworth,ME,M_80_84,297.67379999999997
2011,Census+HUD,20016,Farmington,ME,M_80_84,385.4907
2011,Census+HUD,20017,Fort Kent,ME,M_80_84,167.7648
2011,Census+HUD,20018,Houlton,ME,M_80_84,195.69612999999998
2011,Census+HUD,20019,Lewiston,ME,M_80_84,962.30886
2011,Census+HUD,20020,Lincoln,ME,M_80_84,112.26411
2011,Census+HUD,20021,Machias,ME,M_80_84,186.06358
2011,Census+HUD,20022,Millinocket,ME,M_80_84,97.06284
2011,Census+HUD,20023,Norway,ME,M_80_84,268.03412
2011,Census+HUD,20024,Pittsfield,ME,M_80_84,168.64218
2011,Census+HUD,20025,Portland,ME,M_80_84,2079.7318299999997
2011,Census+HUD,20026,Presque Isle,ME,M_80_84,260.0808
2011,Census+HUD,20027,Rockland,ME,M_80_84,555.7007
2011,Census+HUD,20028,Rumford,ME,M_80_84,168.45531999999997
2011,Census+HUD,20029,Sanford,ME,M_80_84,435.3101
2011,Census+HUD,20030,Skowhegan,ME,M_80_84,276.99425
2011,Census+HUD,20031,Waterville,ME,M_80_84,670.52298
2011,Census+HUD,20033,York,ME,M_80_84,369.5813
2011,Census+HUD,20035,Greenville,ME,M_80_84,23.78361
2011,Census+HUD,30006,Dover,NH,M_80_84,114.4884
2011,Census+HUD,20001,Augusta,ME,M_85_110,537.4611199999999
2011,Census+HUD,20002,Bangor,ME,M_85_110,908.61793
2011,Census+HUD,20003,Bar Harbor,ME,M_85_110,83.71744
2011,Census+HUD,20005,Belfast,ME,M_85_110,139.86
2011,Census+HUD,20006,Biddeford,ME,M_85_110,560.5171
2011,Census+HUD,20007,Blue Hill,ME,M_85_110,93.85025
2011,Census+HUD,20008,Boothbay Harbor,ME,M_85_110,68.70913
2011,Census+HUD,20009,Bridgton,ME,M_85_110,142.64019000000002
2011,Census+HUD,20010,Brunswick,ME,M_85_110,531.79297
2011,Census+HUD,20011,Calais,ME,M_85_110,88.71594999999999
2011,Census+HUD,20012,Caribou,ME,M_85_110,139.00128
2011,Census+HUD,20013,Damariscotta,ME,M_85_110,119.39714
2011,Census+HUD,20014,Dover-Foxcroft,ME,M_85_110,188.65865
2011,Census+HUD,20015,Ellsworth,ME,M_85_110,212.16201999999998
2011,Census+HUD,20016,Farmington,ME,M_85_110,266.56711
2011,Census+HUD,20017,Fort Kent,ME,M_85_110,105.45216
2011,Census+HUD,20018,Houlton,ME,M_85_110,124.47597999999999
2011,Census+HUD,20019,Lewiston,ME,M_85_110,755.1667600000001
2011,Census+HUD,20020,Lincoln,ME,M_85_110,88.73568
2011,Census+HUD,20021,Machias,ME,M_85_110,120.98953
2011,Census+HUD,20022,Millinocket,ME,M_85_110,75.7944
2011,Census+HUD,20023,Norway,ME,M_85_110,210.72954
2011,Census+HUD,20024,Pittsfield,ME,M_85_110,124.23132000000001
2011,Census+HUD,20025,Portland,ME,M_85_110,1734.0159299999998
2011,Census+HUD,20026,Presque Isle,ME,M_85_110,163.47936
2011,Census+HUD,20027,Rockland,ME,M_85_110,532.1819399999999
2011,Census+HUD,20028,Rumford,ME,M_85_110,131.713
2011,Census+HUD,20029,Sanford,ME,M_85_110,347.76169999999996
2011,Census+HUD,20030,Skowhegan,ME,M_85_110,193.30319
2011,Census+HUD,20031,Waterville,ME,M_85_110,504.89239
2011,Census+HUD,20033,York,ME,M_85_110,295.2521
2011,Census+HUD,20035,Greenville,ME,M_85_110,20.67729
2011,Census+HUD,30006,Dover,NH,M_85_110,91.4628
2012,Census+HUD,20001,Augusta,ME,F_00_04,1741.1844999999998
2012,Census+HUD,20002,Bangor,ME,F_00_04,3119.49154
2012,Census+HUD,20003,Bar Harbor,ME,F_00_04,216.58
2012,Census+HUD,20005,Belfast,ME,F_00_04,537.9825500000001
2012,Census+HUD,20006,Biddeford,ME,F_00_04,1869.3429299999998
2012,Census+HUD,20007,Blue Hill,ME,F_00_04,304.3145
2012,Census+HUD,20008,Boothbay Harbor,ME,F_00_04,134.76072000000002
2012,Census+HUD,20009,Bridgton,ME,F_00_04,449.54955
2012,Census+HUD,20010,Brunswick,ME,F_00_04,1760.1145
2012,Census+HUD,20011,Calais,ME,F_00_04,277.44339
2012,Census+HUD,20012,Caribou,ME,F_00_04,433.0774
2012,Census+HUD,20013,Damariscotta,ME,F_00_04,234.25596
2012,Census+HUD,20014,Dover-Foxcroft,ME,F_00_04,440.1905
2012,Census+HUD,20015,Ellsworth,ME,F_00_04,612.02071
2012,Census+HUD,20016,Farmington,ME,F_00_04,930.95747
2012,Census+HUD,20017,Fort Kent,ME,F_00_04,328.6136
2012,Census+HUD,20018,Houlton,ME,F_00_04,390.72889
2012,Census+HUD,20019,Lewiston,ME,F_00_04,3483.6309699999997
2012,Census+HUD,20020,Lincoln,ME,F_00_04,296.51927
2012,Census+HUD,20021,Machias,ME,F_00_04,376.32441
2012,Census+HUD,20022,Millinocket,ME,F_00_04,252.40796
2012,Census+HUD,20023,Norway,ME,F_00_04,602.40263
2012,Census+HUD,20024,Pittsfield,ME,F_00_04,445.60114999999996
2012,Census+HUD,20025,Portland,ME,F_00_04,6123.17272
2012,Census+HUD,20026,Presque Isle,ME,F_00_04,513.6537999999999
2012,Census+HUD,20027,Rockland,ME,F_00_04,1104.83756
2012,Census+HUD,20028,Rumford,ME,F_00_04,377.07801
2012,Census+HUD,20029,Sanford,ME,F_00_04,1073.7604800000001
2012,Census+HUD,20030,Skowhegan,ME,F_00_04,730.0378
2012,Census+HUD,20031,Waterville,ME,F_00_04,1763.0653499999999
2012,Census+HUD,20033,York,ME,F_00_04,1154.44602
2012,Census+HUD,20035,Greenville,ME,F_00_04,44.334050000000005
2012,Census+HUD,30006,Dover,NH,F_00_04,282.11157000000003
2012,Census+HUD,20001,Augusta,ME,F_05_09,1879.2456999999997
2012,Census+HUD,20002,Bangor,ME,F_05_09,3392.7435100000002
2012,Census+HUD,20003,Bar Harbor,ME,F_05_09,243.45360000000002
2012,Census+HUD,20005,Belfast,ME,F_05_09,595.60375
2012,Census+HUD,20006,Biddeford,ME,F_05_09,2125.36926
2012,Census+HUD,20007,Blue Hill,ME,F_05_09,342.07434
2012,Census+HUD,20008,Boothbay Harbor,ME,F_05_09,153.60438000000002
2012,Census+HUD,20009,Bridgton,ME,F_05_09,504.49523
2012,Census+HUD,20010,Brunswick,ME,F_05_09,1966.97966
2012,Census+HUD,20011,Calais,ME,F_05_09,313.15039
2012,Census+HUD,20012,Caribou,ME,F_05_09,449.51347000000004
2012,Census+HUD,20013,Damariscotta,ME,F_05_09,267.01209
2012,Census+HUD,20014,Dover-Foxcroft,ME,F_05_09,512.0422
2012,Census+HUD,20015,Ellsworth,ME,F_05_09,688.43127
2012,Census+HUD,20016,Farmington,ME,F_05_09,993.1893600000001
2012,Census+HUD,20017,Fort Kent,ME,F_05_09,341.08508
2012,Census+HUD,20018,Houlton,ME,F_05_09,408.37828
2012,Census+HUD,20019,Lewiston,ME,F_05_09,3501.13893
2012,Census+HUD,20020,Lincoln,ME,F_05_09,320.89817
2012,Census+HUD,20021,Machias,ME,F_05_09,424.75741
2012,Census+HUD,20022,Millinocket,ME,F_05_09,272.77516
2012,Census+HUD,20023,Norway,ME,F_05_09,706.59553
2012,Census+HUD,20024,Pittsfield,ME,F_05_09,496.16814999999997
2012,Census+HUD,20025,Portland,ME,F_05_09,6706.9296300000005
2012,Census+HUD,20026,Presque Isle,ME,F_05_09,533.14789
2012,Census+HUD,20027,Rockland,ME,F_05_09,1224.20183
2012,Census+HUD,20028,Rumford,ME,F_05_09,441.1318
2012,Census+HUD,20029,Sanford,ME,F_05_09,1220.82336
2012,Census+HUD,20030,Skowhegan,ME,F_05_09,827.58835
2012,Census+HUD,20031,Waterville,ME,F_05_09,1909.44865
2012,Census+HUD,20033,York,ME,F_05_09,1312.5596400000002
2012,Census+HUD,20035,Greenville,ME,F_05_09,52.70645
2012,Census+HUD,30006,Dover,NH,F_05_09,320.74974000000003
2012,Census+HUD,20001,Augusta,ME,F_10_14,2054.46792
2012,Census+HUD,20002,Bangor,ME,F_10_14,3472.2016
2012,Census+HUD,20003,Bar Harbor,ME,F_10_14,233.0224
2012,Census+HUD,20005,Belfast,ME,F_10_14,585.63085
2012,Census+HUD,20006,Biddeford,ME,F_10_14,2308.52356
2012,Census+HUD,20007,Blue Hill,ME,F_10_14,327.41756
2012,Census+HUD,20008,Boothbay Harbor,ME,F_10_14,158.74356
2012,Census+HUD,20009,Bridgton,ME,F_10_14,541.64572
2012,Census+HUD,20010,Brunswick,ME,F_10_14,2004.9838
2012,Census+HUD,20011,Calais,ME,F_10_14,314.2216
2012,Census+HUD,20012,Caribou,ME,F_10_14,500.90880000000004
2012,Census+HUD,20013,Damariscotta,ME,F_10_14,275.94558
2012,Census+HUD,20014,Dover-Foxcroft,ME,F_10_14,552.6666200000001
2012,Census+HUD,20015,Ellsworth,ME,F_10_14,664.24894
2012,Census+HUD,20016,Farmington,ME,F_10_14,1047.10737
2012,Census+HUD,20017,Fort Kent,ME,F_10_14,380.0832
2012,Census+HUD,20018,Houlton,ME,F_10_14,450.65630000000004
2012,Census+HUD,20019,Lewiston,ME,F_10_14,3366.2929900000004
2012,Census+HUD,20020,Lincoln,ME,F_10_14,331.61622
2012,Census+HUD,20021,Machias,ME,F_10_14,426.2104
2012,Census+HUD,20022,Millinocket,ME,F_10_14,282.61656
2012,Census+HUD,20023,Norway,ME,F_10_14,748.5130200000001
2012,Census+HUD,20024,Pittsfield,ME,F_10_14,543.35966
2012,Census+HUD,20025,Portland,ME,F_10_14,7262.564189999999
2012,Census+HUD,20026,Presque Isle,ME,F_10_14,594.1056
2012,Census+HUD,20027,Rockland,ME,F_10_14,1340.71914
2012,Census+HUD,20028,Rumford,ME,F_10_14,467.54855000000003
2012,Census+HUD,20029,Sanford,ME,F_10_14,1326.02816
2012,Census+HUD,20030,Skowhegan,ME,F_10_14,940.90046
2012,Census+HUD,20031,Waterville,ME,F_10_14,2092.27953
2012,Census+HUD,20033,York,ME,F_10_14,1425.66984
2012,Census+HUD,20035,Greenville,ME,F_10_14,57.70099
2012,Census+HUD,30006,Dover,NH,F_10_14,348.39044
2012,Census+HUD,20001,Augusta,ME,F_15_19,2130.90202
2012,Census+HUD,20002,Bangor,ME,F_15_19,4392.00661
2012,Census+HUD,20003,Bar Harbor,ME,F_15_19,251.94000000000003
2012,Census+HUD,20005,Belfast,ME,F_15_19,676.4950500000001
2012,Census+HUD,20006,Biddeford,ME,F_15_19,2391.13784
2012,Census+HUD,20007,Blue Hill,ME,F_15_19,353.9985
2012,Census+HUD,20008,Boothbay Harbor,ME,F_15_19,161.78900000000002
2012,Census+HUD,20009,Bridgton,ME,F_15_19,591.23652
2012,Census+HUD,20010,Brunswick,ME,F_15_19,2158.08138
2012,Census+HUD,20011,Calais,ME,F_15_19,340.28771
2012,Census+HUD,20012,Caribou,ME,F_15_19,576.5669
2012,Census+HUD,20013,Damariscotta,ME,F_15_19,281.2395
2012,Census+HUD,20014,Dover-Foxcroft,ME,F_15_19,597.5257799999999
2012,Census+HUD,20015,Ellsworth,ME,F_15_19,718.37919
2012,Census+HUD,20016,Farmington,ME,F_15_19,1397.73456
2012,Census+HUD,20017,Fort Kent,ME,F_15_19,437.4916
2012,Census+HUD,20018,Houlton,ME,F_15_19,519.79186
2012,Census+HUD,20019,Lewiston,ME,F_15_19,3562.71562
2012,Census+HUD,20020,Lincoln,ME,F_15_19,422.63794
2012,Census+HUD,20021,Machias,ME,F_15_19,461.56649
2012,Census+HUD,20022,Millinocket,ME,F_15_19,358.94712000000004
2012,Census+HUD,20023,Norway,ME,F_15_19,786.3585
2012,Census+HUD,20024,Pittsfield,ME,F_15_19,579.4035799999999
2012,Census+HUD,20025,Portland,ME,F_15_19,8069.51394
2012,Census+HUD,20026,Presque Isle,ME,F_15_19,683.8403
2012,Census+HUD,20027,Rockland,ME,F_15_19,1280.01754
2012,Census+HUD,20028,Rumford,ME,F_15_19,497.26439999999997
2012,Census+HUD,20029,Sanford,ME,F_15_19,1373.48224
2012,Census+HUD,20030,Skowhegan,ME,F_15_19,886.33908
2012,Census+HUD,20031,Waterville,ME,F_15_19,2171.68495
2012,Census+HUD,20033,York,ME,F_15_19,1476.68976
2012,Census+HUD,20035,Greenville,ME,F_15_19,59.06447
2012,Census+HUD,30006,Dover,NH,F_15_19,360.85816
2012,Census+HUD,20001,Augusta,ME,F_20_24,2036.1944599999997
2012,Census+HUD,20002,Bangor,ME,F_20_24,5405.34544
2012,Census+HUD,20003,Bar Harbor,ME,F_20_24,240.448
2012,Census+HUD,20005,Belfast,ME,F_20_24,535.76635
2012,Census+HUD,20006,Biddeford,ME,F_20_24,2089.1280899999997
2012,Census+HUD,20007,Blue Hill,ME,F_20_24,337.8512
2012,Census+HUD,20008,Boothbay Harbor,ME,F_20_24,132.09596000000002
2012,Census+HUD,20009,Bridgton,ME,F_20_24,531.73566
2012,Census+HUD,20010,Brunswick,ME,F_20_24,1948.70106
2012,Census+HUD,20011,Calais,ME,F_20_24,271.01613
2012,Census+HUD,20012,Caribou,ME,F_20_24,495.16922
2012,Census+HUD,20013,Damariscotta,ME,F_20_24,229.62378
2012,Census+HUD,20014,Dover-Foxcroft,ME,F_20_24,510.15700000000004
2012,Census+HUD,20015,Ellsworth,ME,F_20_24,665.89462
2012,Census+HUD,20016,Farmington,ME,F_20_24,1451.76819
2012,Census+HUD,20017,Fort Kent,ME,F_20_24,375.72808
2012,Census+HUD,20018,Houlton,ME,F_20_24,455.53927
2012,Census+HUD,20019,Lewiston,ME,F_20_24,3615.9923
2012,Census+HUD,20020,Lincoln,ME,F_20_24,524.92855
2012,Census+HUD,20021,Machias,ME,F_20_24,367.60647
2012,Census+HUD,20022,Millinocket,ME,F_20_24,441.3854
2012,Census+HUD,20023,Norway,ME,F_20_24,650.8307
2012,Census+HUD,20024,Pittsfield,ME,F_20_24,593.18071
2012,Census+HUD,20025,Portland,ME,F_20_24,7558.34264
2012,Census+HUD,20026,Presque Isle,ME,F_20_24,587.29814
2012,Census+HUD,20027,Rockland,ME,F_20_24,1086.34094
2012,Census+HUD,20028,Rumford,ME,F_20_24,416.53413
2012,Census+HUD,20029,Sanford,ME,F_20_24,1200.0062400000002
2012,Census+HUD,20030,Skowhegan,ME,F_20_24,740.13766
2012,Census+HUD,20031,Waterville,ME,F_20_24,2025.8187699999999
2012,Census+HUD,20033,York,ME,F_20_24,1290.1782600000001
2012,Census+HUD,20035,Greenville,ME,F_20_24,41.96534
2012,Census+HUD,30006,Dover,NH,F_20_24,315.28041
2012,Census+HUD,20001,Augusta,ME,F_25_29,1935.27678
2012,Census+HUD,20002,Bangor,ME,F_25_29,3968.25083
2012,Census+HUD,20003,Bar Harbor,ME,F_25_29,251.94000000000003
2012,Census+HUD,20005,Belfast,ME,F_25_29,529.11775
2012,Census+HUD,20006,Biddeford,ME,F_25_29,2119.13422
2012,Census+HUD,20007,Blue Hill,ME,F_25_29,353.9985
2012,Census+HUD,20008,Boothbay Harbor,ME,F_25_29,148.27486000000002
2012,Census+HUD,20009,Bridgton,ME,F_25_29,550.41475
2012,Census+HUD,20010,Brunswick,ME,F_25_29,2137.72478
2012,Census+HUD,20011,Calais,ME,F_25_29,290.29791
2012,Census+HUD,20012,Caribou,ME,F_25_29,434.12096
2012,Census+HUD,20013,Damariscotta,ME,F_25_29,257.74773
2012,Census+HUD,20014,Dover-Foxcroft,ME,F_25_29,479.11218
2012,Census+HUD,20015,Ellsworth,ME,F_25_29,700.04199
2012,Census+HUD,20016,Farmington,ME,F_25_29,1012.60653
2012,Census+HUD,20017,Fort Kent,ME,F_25_29,329.40544
2012,Census+HUD,20018,Houlton,ME,F_25_29,398.01128000000006
2012,Census+HUD,20019,Lewiston,ME,F_25_29,3619.41082
2012,Census+HUD,20020,Lincoln,ME,F_25_29,378.39646
2012,Census+HUD,20021,Machias,ME,F_25_29,393.76029
2012,Census+HUD,20022,Millinocket,ME,F_25_29,319.72408
2012,Census+HUD,20023,Norway,ME,F_25_29,633.7733900000001
2012,Census+HUD,20024,Pittsfield,ME,F_25_29,522.03078
2012,Census+HUD,20025,Portland,ME,F_25_29,8036.36158
2012,Census+HUD,20026,Presque Isle,ME,F_25_29,514.89152
2012,Census+HUD,20027,Rockland,ME,F_25_29,1148.84571
2012,Census+HUD,20028,Rumford,ME,F_25_29,397.39630999999997
2012,Census+HUD,20029,Sanford,ME,F_25_29,1217.2419200000002
2012,Census+HUD,20030,Skowhegan,ME,F_25_29,796.64458
2012,Census+HUD,20031,Waterville,ME,F_25_29,1930.19676
2012,Census+HUD,20033,York,ME,F_25_29,1308.70908
2012,Census+HUD,20035,Greenville,ME,F_25_29,45.32417
2012,Census+HUD,30006,Dover,NH,F_25_29,319.80878
2012,Census+HUD,20001,Augusta,ME,F_30_34,1982.6261999999997
2012,Census+HUD,20002,Bangor,ME,F_30_34,3701.80275
2012,Census+HUD,20003,Bar Harbor,ME,F_30_34,237.44240000000002
2012,Census+HUD,20005,Belfast,ME,F_30_34,612.2252500000001
2012,Census+HUD,20006,Biddeford,ME,F_30_34,2164.72795
2012,Census+HUD,20007,Blue Hill,ME,F_30_34,333.62806
2012,Census+HUD,20008,Boothbay Harbor,ME,F_30_34,144.27772000000002
2012,Census+HUD,20009,Bridgton,ME,F_30_34,546.0023900000001
2012,Census+HUD,20010,Brunswick,ME,F_30_34,2059.8356599999997
2012,Census+HUD,20011,Calais,ME,F_30_34,283.15651
2012,Census+HUD,20012,Caribou,ME,F_30_34,456.29661000000004
2012,Census+HUD,20013,Damariscotta,ME,F_30_34,250.79946
2012,Census+HUD,20014,Dover-Foxcroft,ME,F_30_34,473.72751999999997
2012,Census+HUD,20015,Ellsworth,ME,F_30_34,663.26693
2012,Census+HUD,20016,Farmington,ME,F_30_34,982.84626
2012,Census+HUD,20017,Fort Kent,ME,F_30_34,346.23204
2012,Census+HUD,20018,Houlton,ME,F_30_34,413.61788
2012,Census+HUD,20019,Lewiston,ME,F_30_34,3701.04434
2012,Census+HUD,20020,Lincoln,ME,F_30_34,352.24395
2012,Census+HUD,20021,Machias,ME,F_30_34,384.07369
2012,Census+HUD,20022,Millinocket,ME,F_30_34,298.6746
2012,Census+HUD,20023,Norway,ME,F_30_34,703.8701500000001
2012,Census+HUD,20024,Pittsfield,ME,F_30_34,513.77925
2012,Census+HUD,20025,Portland,ME,F_30_34,7567.34136
2012,Census+HUD,20026,Presque Isle,ME,F_30_34,541.1930699999999
2012,Census+HUD,20027,Rockland,ME,F_30_34,1251.10622
2012,Census+HUD,20028,Rumford,ME,F_30_34,438.94234
2012,Census+HUD,20029,Sanford,ME,F_30_34,1243.4312
2012,Census+HUD,20030,Skowhegan,ME,F_30_34,820.6536499999999
