year,agesex_grp,hsanum,hsacity,hsastate,hsa_pop
2013,M_40_44,20018,Houlton,ME,483.87327999999997
2013,M_40_44,20019,Lewiston,ME,3800.2559300000003
2013,M_40_44,20020,Lincoln,ME,378.30532
2013,M_40_44,20021,Machias,ME,480.53472
2013,M_40_44,20022,Millinocket,ME,317.35646
2013,M_40_44,20023,Norway,ME,777.2785200000001
2013,M_40_44,20024,Pittsfield,ME,597.9703300000001
2013,M_40_44,20025,Portland,ME,8551.49186
2013,M_40_44,20026,Presque Isle,ME,635.9991
2013,M_40_44,20027,Rockland,ME,1530.88724
2013,M_40_44,20028,Rumford,ME,482.26484
2013,M_40_44,20029,Sanford,ME,1467.5146
2013,M_40_44,20030,Skowhegan,ME,1015.42205
2013,M_40_44,20031,Waterville,ME,2244.19728
2013,M_40_44,20033,York,ME,1586.4134999999999
2013,M_40_44,20035,Greenville,ME,61.82982
2013,M_40_44,30006,Dover,NH,385.53461
2013,M_40_44,30022,Portsmouth,NH,0
2013,M_45_49,20001,Augusta,ME,2511.3720200000002
2013,M_45_49,20002,Bangor,ME,4420.87602
2013,M_45_49,20003,Bar Harbor,ME,321.2354
2013,M_45_49,20005,Belfast,ME,729.94794
2013,M_45_49,20006,Biddeford,ME,2859.42241
2013,M_45_49,20007,Blue Hill,ME,449.98422
2013,M_45_49,20008,Boothbay Harbor,ME,205.96555
2013,M_45_49,20009,Bridgton,ME,683.47039
2013,M_45_49,20010,Brunswick,ME,2569.86964
2013,M_45_49,20011,Calais,ME,363.91503
2013,M_45_49,20012,Caribou,ME,641.7659299999999
2013,M_45_49,20013,Damariscotta,ME,362.18385
2013,M_45_49,20014,Dover-Foxcroft,ME,708.0421299999999
2013,M_45_49,20015,Ellsworth,ME,893.53416
2013,M_45_49,20016,Farmington,ME,1251.4651
2013,M_45_49,20017,Fort Kent,ME,490.74323999999996
2013,M_45_49,20018,Houlton,ME,578.53671
2013,M_45_49,20019,Lewiston,ME,4166.47588
2013,M_45_49,20020,Lincoln,ME,424.71142
2013,M_45_49,20021,Machias,ME,494.58261
2013,M_45_49,20022,Millinocket,ME,357.25117
2013,M_45_49,20023,Norway,ME,924.3168800000001
2013,M_45_49,20024,Pittsfield,ME,672.51469
2013,M_45_49,20025,Portland,ME,9165.105810000001
2013,M_45_49,20026,Presque Isle,ME,769.97545
2013,M_45_49,20027,Rockland,ME,1691.4736
2013,M_45_49,20028,Rumford,ME,572.71573
2013,M_45_49,20029,Sanford,ME,1641.7666
2013,M_45_49,20030,Skowhegan,ME,1147.06445
2013,M_45_49,20031,Waterville,ME,2550.77936
2013,M_45_49,20033,York,ME,1774.7835
2013,M_45_49,20035,Greenville,ME,75.92313
2013,M_45_49,30006,Dover,NH,431.31281
2013,M_45_49,30022,Portsmouth,NH,0
2013,M_50_54,20001,Augusta,ME,2824.82981
2013,M_50_54,20002,Bangor,ME,5136.93083
2013,M_50_54,20003,Bar Harbor,ME,380.9262
2013,M_50_54,20005,Belfast,ME,800.28435
2013,M_50_54,20006,Biddeford,ME,3249.29059
2013,M_50_54,20007,Blue Hill,ME,533.59866
2013,M_50_54,20008,Boothbay Harbor,ME,254.94169
2013,M_50_54,20009,Bridgton,ME,794.0498699999999
2013,M_50_54,20010,Brunswick,ME,2933.3893199999998
2013,M_50_54,20011,Calais,ME,460.15113
2013,M_50_54,20012,Caribou,ME,739.44286
2013,M_50_54,20013,Damariscotta,ME,448.30683
2013,M_50_54,20014,Dover-Foxcroft,ME,856.67141
2013,M_50_54,20015,Ellsworth,ME,1070.1076
2013,M_50_54,20016,Farmington,ME,1600.25897
2013,M_50_54,20017,Fort Kent,ME,565.43448
2013,M_50_54,20018,Houlton,ME,670.06425
2013,M_50_54,20019,Lewiston,ME,4563.64872
2013,M_50_54,20020,Lincoln,ME,493.49444
2013,M_50_54,20021,Machias,ME,625.3733100000001
2013,M_50_54,20022,Millinocket,ME,414.97934000000004
2013,M_50_54,20023,Norway,ME,1173.4559800000002
2013,M_50_54,20024,Pittsfield,ME,755.759
2013,M_50_54,20025,Portland,ME,10017.095669999999
2013,M_50_54,20026,Presque Isle,ME,887.1659000000001
2013,M_50_54,20027,Rockland,ME,1881.03774
2013,M_50_54,20028,Rumford,ME,728.51469
2013,M_50_54,20029,Sanford,ME,1865.6134
2013,M_50_54,20030,Skowhegan,ME,1263.5267
2013,M_50_54,20031,Waterville,ME,2825.9744
2013,M_50_54,20033,York,ME,2016.7665
2013,M_50_54,20035,Greenville,ME,92.88602999999999
2013,M_50_54,30006,Dover,NH,490.12019
2013,M_50_54,30022,Portsmouth,NH,0
2013,M_55_59,20001,Augusta,ME,2833.82436
2013,M_55_59,20002,Bangor,ME,4955.44071
2013,M_55_59,20003,Bar Harbor,ME,417.48240000000004
2013,M_55_59,20005,Belfast,ME,886.128
2013,M_55_59,20006,Biddeford,ME,3063.30557
2013,M_55_59,20007,Blue Hill,ME,584.80632
2013,M_55_59,20008,Boothbay Harbor,ME,258.1688
2013,M_55_59,20009,Bridgton,ME,751.62033
2013,M_55_59,20010,Brunswick,ME,2780.22381
2013,M_55_59,20011,Calais,ME,484.03194
2013,M_55_59,20012,Caribou,ME,764.57459
2013,M_55_59,20013,Damariscotta,ME,453.9816
2013,M_55_59,20014,Dover-Foxcroft,ME,872.9659200000001
2013,M_55_59,20015,Ellsworth,ME,1165.33274
2013,M_55_59,20016,Farmington,ME,1545.77135
2013,M_55_59,20017,Fort Kent,ME,584.65212
2013,M_55_59,20018,Houlton,ME,690.8332300000001
2013,M_55_59,20019,Lewiston,ME,4260.79122
2013,M_55_59,20020,Lincoln,ME,471.09536
2013,M_55_59,20021,Machias,ME,657.82878
2013,M_55_59,20022,Millinocket,ME,397.35846000000004
2013,M_55_59,20023,Norway,ME,1108.37714
2013,M_55_59,20024,Pittsfield,ME,739.11188
2013,M_55_59,20025,Portland,ME,9493.61061
2013,M_55_59,20026,Presque Isle,ME,917.31835
2013,M_55_59,20027,Rockland,ME,2022.2848
2013,M_55_59,20028,Rumford,ME,688.7373099999999
2013,M_55_59,20029,Sanford,ME,1758.8282
2013,M_55_59,20030,Skowhegan,ME,1258.90685
2013,M_55_59,20031,Waterville,ME,2870.02776
2013,M_55_59,20033,York,ME,1901.3295
2013,M_55_59,20035,Greenville,ME,96.27234
2013,M_55_59,30006,Dover,NH,462.06637
2013,M_55_59,30022,Portsmouth,NH,0
2013,M_60_64,20001,Augusta,ME,2515.32679
2013,M_60_64,20002,Bangor,ME,4403.21671
2013,M_60_64,20003,Bar Harbor,ME,389.403
2013,M_60_64,20005,Belfast,ME,865.0824600000001
2013,M_60_64,20006,Biddeford,ME,2700.67369
2013,M_60_64,20007,Blue Hill,ME,545.4729
2013,M_60_64,20008,Boothbay Harbor,ME,253.61288
2013,M_60_64,20009,Bridgton,ME,666.44209
2013,M_60_64,20010,Brunswick,ME,2512.57902
2013,M_60_64,20011,Calais,ME,470.48760000000004
2013,M_60_64,20012,Caribou,ME,700.57936
2013,M_60_64,20013,Damariscotta,ME,445.97016
2013,M_60_64,20014,Dover-Foxcroft,ME,848.93356000000006
2013,M_60_64,20015,Ellsworth,ME,1093.95645
2013,M_60_64,20016,Farmington,ME,1380.45449
2013,M_60_64,20017,Fort Kent,ME,535.7164799999999
2013,M_60_64,20018,Houlton,ME,634.0716
2013,M_60_64,20019,Lewiston,ME,3614.667
2013,M_60_64,20020,Lincoln,ME,416.1776
2013,M_60_64,20021,Machias,ME,639.4212
2013,M_60_64,20022,Millinocket,ME,351.55664
2013,M_60_64,20023,Norway,ME,1038.6495
2013,M_60_64,20024,Pittsfield,ME,657.95912
2013,M_60_64,20025,Portland,ME,8069.44937
2013,M_60_64,20026,Presque Isle,ME,840.5384
2013,M_60_64,20027,Rockland,ME,1926.04068
2013,M_60_64,20028,Rumford,ME,644.60103
2013,M_60_64,20029,Sanford,ME,1550.6193999999998
2013,M_60_64,20030,Skowhegan,ME,1129.132
2013,M_60_64,20031,Waterville,ME,2552.96916
2013,M_60_64,20033,York,ME,1676.2514999999999
2013,M_60_64,20035,Greenville,ME,95.69699999999999
2013,M_60_64,30006,Dover,NH,407.36728999999997
2013,M_60_64,30022,Portsmouth,NH,0
2013,M_65_69,20001,Augusta,ME,2046.5332500000002
2013,M_65_69,20002,Bangor,ME,3396.30808
2013,M_65_69,20003,Bar Harbor,ME,349.3148
2013,M_65_69,20005,Belfast,ME,736.04007
2013,M_65_69,20006,Biddeford,ME,2150.11134
2013,M_65_69,20007,Blue Hill,ME,489.31764
2013,M_65_69,20008,Boothbay Harbor,ME,261.58574
2013,M_65_69,20009,Bridgton,ME,530.68379
2013,M_65_69,20010,Brunswick,ME,2085.90066
2013,M_65_69,20011,Calais,ME,403.47876
2013,M_65_69,20012,Caribou,ME,607.56605
2013,M_65_69,20013,Damariscotta,ME,459.99018
2013,M_65_69,20014,Dover-Foxcroft,ME,788.49539
2013,M_65_69,20015,Ellsworth,ME,974.49462
2013,M_65_69,20016,Farmington,ME,1159.1439699999999
2013,M_65_69,20017,Fort Kent,ME,464.59139999999996
2013,M_65_69,20018,Houlton,ME,546.59712
2013,M_65_69,20019,Lewiston,ME,2882.86515
2013,M_65_69,20020,Lincoln,ME,317.51253999999994
2013,M_65_69,20021,Machias,ME,548.35212
2013,M_65_69,20022,Millinocket,ME,269.72365
2013,M_65_69,20023,Norway,ME,823.3181800000001
2013,M_65_69,20024,Pittsfield,ME,539.85355
2013,M_65_69,20025,Portland,ME,6448.70461
2013,M_65_69,20026,Presque Isle,ME,728.94325
2013,M_65_69,20027,Rockland,ME,1757.10194
2013,M_65_69,20028,Rumford,ME,512.29113
2013,M_65_69,20029,Sanford,ME,1234.5084
2013,M_65_69,20030,Skowhegan,ME,972.09755
2013,M_65_69,20031,Waterville,ME,2056.48768
2013,M_65_69,20033,York,ME,1334.529
2013,M_65_69,20035,Greenville,ME,92.29887
2013,M_65_69,30006,Dover,NH,324.32094
2013,M_65_69,30022,Portsmouth,NH,0
2013,M_70_74,20001,Augusta,ME,1372.9014300000001
2013,M_70_74,20002,Bangor,ME,2381.91851
2013,M_70_74,20003,Bar Harbor,ME,224.45860000000002
2013,M_70_74,20005,Belfast,ME,475.18614
2013,M_70_74,20006,Biddeford,ME,1464.1456699999999
2013,M_70_74,20007,Blue Hill,ME,314.41998
2013,M_70_74,20008,Boothbay Harbor,ME,183.18595
2013,M_70_74,20009,Bridgton,ME,362.83518
2013,M_70_74,20010,Brunswick,ME,1439.53004
2013,M_70_74,20011,Calais,ME,287.28258
2013,M_70_74,20012,Caribou,ME,399.51678
2013,M_70_74,20013,Damariscotta,ME,322.12665
2013,M_70_74,20014,Dover-Foxcroft,ME,538.0158200000001
2013,M_70_74,20015,Ellsworth,ME,636.5003700000001
2013,M_70_74,20016,Farmington,ME,867.7635799999999
2013,M_70_74,20017,Fort Kent,ME,305.50104
2013,M_70_74,20018,Houlton,ME,362.20074
2013,M_70_74,20019,Lewiston,ME,1914.1509
2013,M_70_74,20020,Lincoln,ME,224.42435999999998
2013,M_70_74,20021,Machias,ME,390.43446
2013,M_70_74,20022,Millinocket,ME,190.02702000000002
2013,M_70_74,20023,Norway,ME,592.8282
2013,M_70_74,20024,Pittsfield,ME,387.06108
2013,M_70_74,20025,Portland,ME,4223.18852
2013,M_70_74,20026,Presque Isle,ME,479.33070000000004
2013,M_70_74,20027,Rockland,ME,1175.666
2013,M_70_74,20028,Rumford,ME,369.83885999999995
2013,M_70_74,20029,Sanford,ME,840.6542
2013,M_70_74,20030,Skowhegan,ME,699.8065999999999
2013,M_70_74,20031,Waterville,ME,1375.97968
2013,M_70_74,20033,York,ME,908.7645
2013,M_70_74,20035,Greenville,ME,62.54514
2013,M_70_74,30006,Dover,NH,220.85047
2013,M_70_74,30022,Portsmouth,NH,0
2013,M_75_79,20001,Augusta,ME,984.4764600000001
2013,M_75_79,20002,Bangor,ME,1700.13048
2013,M_75_79,20003,Bar Harbor,ME,153.9952
2013,M_75_79,20005,Belfast,ME,323.99055000000004
2013,M_75_79,20006,Biddeford,ME,1023.69579
2013,M_75_79,20007,Blue Hill,ME,215.71536
2013,M_75_79,20008,Boothbay Harbor,ME,128.51491
2013,M_75_79,20009,Bridgton,ME,246.93273999999997
2013,M_75_79,20010,Brunswick,ME,985.58331
2013,M_75_79,20011,Calais,ME,199.24437
2013,M_75_79,20012,Caribou,ME,306.50347
2013,M_75_79,20013,Damariscotta,ME,225.98937
2013,M_75_79,20014,Dover-Foxcroft,ME,311.27833000000004
2013,M_75_79,20015,Ellsworth,ME,437.47727
2013,M_75_79,20016,Farmington,ME,560.0284399999999
2013,M_75_79,20017,Fort Kent,ME,234.37596
2013,M_75_79,20018,Houlton,ME,275.51533
2013,M_75_79,20019,Lewiston,ME,1429.81644
2013,M_75_79,20020,Lincoln,ME,161.7405
2013,M_75_79,20021,Machias,ME,270.78519
2013,M_75_79,20022,Millinocket,ME,137.33503
2013,M_75_79,20023,Norway,ME,404.1044
2013,M_75_79,20024,Pittsfield,ME,253.68885
2013,M_75_79,20025,Portland,ME,2876.4682399999997
2013,M_75_79,20026,Presque Isle,ME,367.73555000000005
2013,M_75_79,20027,Rockland,ME,829.17886
2013,M_75_79,20028,Rumford,ME,251.25618
2013,M_75_79,20029,Sanford,ME,587.7654
2013,M_75_79,20030,Skowhegan,ME,434.83984999999996
2013,M_75_79,20031,Waterville,ME,964.36248
2013,M_75_79,20033,York,ME,635.3865
2013,M_75_79,20035,Greenville,ME,34.703489999999995
2013,M_75_79,30006,Dover,NH,154.41339
2013,M_75_79,30022,Portsmouth,NH,0
2013,M_80_84,20001,Augusta,ME,708.58471
2013,M_80_84,20002,Bangor,ME,1208.06494
2013,M_80_84,20003,Bar Harbor,ME,105.7834
2013,M_80_84,20005,Belfast,ME,202.14795
2013,M_80_84,20006,Biddeford,ME,736.15828
2013,M_80_84,20007,Blue Hill,ME,148.18062
2013,M_80_84,20008,Boothbay Harbor,ME,87.3218
2013,M_80_84,20009,Bridgton,ME,176.69064
2013,M_80_84,20010,Brunswick,ME,659.02509
2013,M_80_84,20011,Calais,ME,130.45338
2013,M_80_84,20012,Caribou,ME,217.63559999999998
2013,M_80_84,20013,Damariscotta,ME,153.55259999999998
2013,M_80_84,20014,Dover-Foxcroft,ME,239.6338
2013,M_80_84,20015,Ellsworth,ME,298.15261
2013,M_80_84,20016,Farmington,ME,406.64938
2013,M_80_84,20017,Fort Kent,ME,166.42079999999999
2013,M_80_84,20018,Houlton,ME,194.83334
2013,M_80_84,20019,Lewiston,ME,1021.87399
2013,M_80_84,20020,Lincoln,ME,115.77656
2013,M_80_84,20021,Machias,ME,177.29406
2013,M_80_84,20022,Millinocket,ME,98.2702
2013,M_80_84,20023,Norway,ME,280.40488
2013,M_80_84,20024,Pittsfield,ME,174.88268
2013,M_80_84,20025,Portland,ME,2112.99654
2013,M_80_84,20026,Presque Isle,ME,261.11400000000003
2013,M_80_84,20027,Rockland,ME,529.4693
2013,M_80_84,20028,Rumford,ME,174.65268
2013,M_80_84,20029,Sanford,ME,422.6728
2013,M_80_84,20030,Skowhegan,ME,293.3332
2013,M_80_84,20031,Waterville,ME,684.88584
2013,M_80_84,20033,York,ME,456.918
2013,M_80_84,20035,Greenville,ME,27.145079999999997
2013,M_80_84,30006,Dover,NH,111.04147999999999
2013,M_80_84,30022,Portsmouth,NH,0
2013,M_85_110,20001,Augusta,ME,570.98674
2013,M_85_110,20002,Bangor,ME,998.16879
2013,M_85_110,20003,Bar Harbor,ME,83.00200000000001
2013,M_85_110,20005,Belfast,ME,158.39538000000002
2013,M_85_110,20006,Biddeford,ME,600.75496
2013,M_85_110,20007,Blue Hill,ME,116.26859999999999
2013,M_85_110,20008,Boothbay Harbor,ME,74.41336
2013,M_85_110,20009,Bridgton,ME,149.48923
2013,M_85_110,20010,Brunswick,ME,575.9880899999999
2013,M_85_110,20011,Calais,ME,104.43399000000001
2013,M_85_110,20012,Caribou,ME,152.08583
2013,M_85_110,20013,Damariscotta,ME,130.85352
2013,M_85_110,20014,Dover-Foxcroft,ME,186.09811000000002
2013,M_85_110,20015,Ellsworth,ME,234.70707
2013,M_85_110,20016,Farmington,ME,291.19442
2013,M_85_110,20017,Fort Kent,ME,116.29643999999999
2013,M_85_110,20018,Houlton,ME,138.16279
2013,M_85_110,20019,Lewiston,ME,783.82957
2013,M_85_110,20020,Lincoln,ME,95.30234
2013,M_85_110,20021,Machias,ME,141.93213
2013,M_85_110,20022,Millinocket,ME,80.33187000000001
2013,M_85_110,20023,Norway,ME,214.88404000000003
2013,M_85_110,20024,Pittsfield,ME,133.76924
2013,M_85_110,20025,Portland,ME,1920.46021
2013,M_85_110,20026,Presque Isle,ME,182.46895
2013,M_85_110,20027,Rockland,ME,568.78316
2013,M_85_110,20028,Rumford,ME,133.40921
2013,M_85_110,20029,Sanford,ME,344.9296
2013,M_85_110,20030,Skowhegan,ME,211.9378
2013,M_85_110,20031,Waterville,ME,538.3948
2013,M_85_110,20033,York,ME,372.876
2013,M_85_110,20035,Greenville,ME,20.792969999999997
2013,M_85_110,30006,Dover,NH,90.61736
2013,M_85_110,30022,Portsmouth,NH,0
2014,F_00_04,20001,Augusta,ME,1691.7044499999997
2014,F_00_04,20002,Bangor,ME,3037.39182
2014,F_00_04,20003,Bar Harbor,ME,228.0992
2014,F_00_04,20005,Belfast,ME,496.36851999999993
2014,F_00_04,20006,Biddeford,ME,1793.7776
2014,F_00_04,20007,Blue Hill,ME,277.6865
2014,F_00_04,20008,Boothbay Harbor,ME,127.1057
2014,F_00_04,20009,Bridgton,ME,438.83360000000005
2014,F_00_04,20010,Brunswick,ME,1816.21874
2014,F_00_04,20011,Calais,ME,311.1426
2014,F_00_04,20012,Caribou,ME,391.08564
2014,F_00_04,20013,Damariscotta,ME,225.42819999999998
2014,F_00_04,20014,Dover-Foxcroft,ME,422.35589999999996
2014,F_00_04,20015,Ellsworth,ME,582.5004200000001
2014,F_00_04,20016,Farmington,ME,885.13694
2014,F_00_04,20017,Fort Kent,ME,286.85442
2014,F_00_04,20018,Houlton,ME,413.30893
2014,F_00_04,20019,Lewiston,ME,3375.60747
2014,F_00_04,20020,Lincoln,ME,292.03356
2014,F_00_04,20021,Machias,ME,315.74478
2014,F_00_04,20022,Millinocket,ME,242.32325
2014,F_00_04,20023,Norway,ME,596.88432
2014,F_00_04,20024,Pittsfield,ME,443.36724
2014,F_00_04,20025,Portland,ME,6042.2834299999995
2014,F_00_04,20026,Presque Isle,ME,533.42812
2014,F_00_04,20027,Rockland,ME,1106.60444
2014,F_00_04,20028,Rumford,ME,337.97103
2014,F_00_04,20029,Sanford,ME,1018.61272
2014,F_00_04,20030,Skowhegan,ME,726.83451
2014,F_00_04,20031,Waterville,ME,1649.4252000000001
2014,F_00_04,20033,York,ME,1082.72896
2014,F_00_04,20035,Greenville,ME,44.214119999999994
2014,F_00_04,30006,Dover,NH,329.99784
2014,F_00_04,30022,Portsmouth,NH,0
2014,F_05_09,20001,Augusta,ME,1867.6587399999999
2014,F_05_09,20002,Bangor,ME,3284.81351
2014,F_05_09,20003,Bar Harbor,ME,256.65952
2014,F_05_09,20005,Belfast,ME,591.34564
2014,F_05_09,20006,Biddeford,ME,2057.637
2014,F_05_09,20007,Blue Hill,ME,312.45565
2014,F_05_09,20008,Boothbay Harbor,ME,154.61364999999998
2014,F_05_09,20009,Bridgton,ME,494.60904
2014,F_05_09,20010,Brunswick,ME,1951.8322400000002
2014,F_05_09,20011,Calais,ME,360.315
2014,F_05_09,20012,Caribou,ME,412.10136
2014,F_05_09,20013,Damariscotta,ME,274.2149
2014,F_05_09,20014,Dover-Foxcroft,ME,469.45439999999996
2014,F_05_09,20015,Ellsworth,ME,658.32877
2014,F_05_09,20016,Farmington,ME,979.0065
2014,F_05_09,20017,Fort Kent,ME,302.26908000000003
2014,F_05_09,20018,Houlton,ME,437.91456999999997
2014,F_05_09,20019,Lewiston,ME,3438.95908
2014,F_05_09,20020,Lincoln,ME,313.69022
2014,F_05_09,20021,Machias,ME,365.6445
2014,F_05_09,20022,Millinocket,ME,260.11269
2014,F_05_09,20023,Norway,ME,700.80716
2014,F_05_09,20024,Pittsfield,ME,481.70141
2014,F_05_09,20025,Portland,ME,6655.24221
2014,F_05_09,20026,Presque Isle,ME,562.09288
2014,F_05_09,20027,Rockland,ME,1240.55308
2014,F_05_09,20028,Rumford,ME,396.26261999999997
2014,F_05_09,20029,Sanford,ME,1168.44765
2014,F_05_09,20030,Skowhegan,ME,795.51751
2014,F_05_09,20031,Waterville,ME,1826.59223
2014,F_05_09,20033,York,ME,1241.9951999999998
2014,F_05_09,20035,Greenville,ME,49.673829999999995
2014,F_05_09,30006,Dover,NH,378.53954999999996
2014,F_05_09,30022,Portsmouth,NH,0
2014,F_10_14,20001,Augusta,ME,2007.57792
2014,F_10_14,20002,Bangor,ME,3400.65284
2014,F_10_14,20003,Bar Harbor,ME,257.61791999999997
2014,F_10_14,20005,Belfast,ME,602.65244
2014,F_10_14,20006,Biddeford,ME,2214.2428
2014,F_10_14,20007,Blue Hill,ME,313.6224
2014,F_10_14,20008,Boothbay Harbor,ME,147.78409
2014,F_10_14,20009,Bridgton,ME,521.34792
2014,F_10_14,20010,Brunswick,ME,2065.84754
2014,F_10_14,20011,Calais,ME,364.1301
2014,F_10_14,20012,Caribou,ME,429.49368
2014,F_10_14,20013,Damariscotta,ME,262.10233999999997
2014,F_10_14,20014,Dover-Foxcroft,ME,525.269
2014,F_10_14,20015,Ellsworth,ME,661.4866400000001
2014,F_10_14,20016,Farmington,ME,998.732
2014,F_10_14,20017,Fort Kent,ME,315.02604
2014,F_10_14,20018,Houlton,ME,455.61519
2014,F_10_14,20019,Lewiston,ME,3341.28891
2014,F_10_14,20020,Lincoln,ME,325.6905
2014,F_10_14,20021,Machias,ME,369.51603
2014,F_10_14,20022,Millinocket,ME,270.10019
2014,F_10_14,20023,Norway,ME,739.57019
2014,F_10_14,20024,Pittsfield,ME,532.88808
2014,F_10_14,20025,Portland,ME,7019.45049
2014,F_10_14,20026,Presque Isle,ME,585.81544
2014,F_10_14,20027,Rockland,ME,1283.43892
2014,F_10_14,20028,Rumford,ME,417.74580999999995
2014,F_10_14,20029,Sanford,ME,1257.37766
2014,F_10_14,20030,Skowhegan,ME,916.31999
2014,F_10_14,20031,Waterville,ME,1984.9834600000002
2014,F_10_14,20033,York,ME,1336.52288
2014,F_10_14,20035,Greenville,ME,56.80141999999999
2014,F_10_14,30006,Dover,NH,407.35002
2014,F_10_14,30022,Portsmouth,NH,0
2014,F_15_19,20001,Augusta,ME,2085.3633499999996
2014,F_15_19,20002,Bangor,ME,4210.57632
2014,F_15_19,20003,Bar Harbor,ME,262.79328
2014,F_15_19,20005,Belfast,ME,624.13536
2014,F_15_19,20006,Biddeford,ME,2331.6
2014,F_15_19,20007,Blue Hill,ME,319.92285
2014,F_15_19,20008,Boothbay Harbor,ME,162.01234
2014,F_15_19,20009,Bridgton,ME,576.8828
2014,F_15_19,20010,Brunswick,ME,2124.25138
2014,F_15_19,20011,Calais,ME,373.032
2014,F_15_19,20012,Caribou,ME,497.13048
2014,F_15_19,20013,Damariscotta,ME,287.33684
2014,F_15_19,20014,Dover-Foxcroft,ME,562.03805
2014,F_15_19,20015,Ellsworth,ME,675.22493
2014,F_15_19,20016,Farmington,ME,1304.18778
2014,F_15_19,20017,Fort Kent,ME,364.63644
2014,F_15_19,20018,Houlton,ME,526.6448800000001
2014,F_15_19,20019,Lewiston,ME,3453.95321
2014,F_15_19,20020,Lincoln,ME,408.867
2014,F_15_19,20021,Machias,ME,378.5496
2014,F_15_19,20022,Millinocket,ME,338.12784
2014,F_15_19,20023,Norway,ME,809.5049399999999
2014,F_15_19,20024,Pittsfield,ME,570.35985
2014,F_15_19,20025,Portland,ME,7792.207809999999
2014,F_15_19,20026,Presque Isle,ME,678.06984
2014,F_15_19,20027,Rockland,ME,1297.52096
2014,F_15_19,20028,Rumford,ME,461.98235
2014,F_15_19,20029,Sanford,ME,1324.02
2014,F_15_19,20030,Skowhegan,ME,876.44961
2014,F_15_19,20031,Waterville,ME,2041.5603
2014,F_15_19,20033,York,ME,1407.36
2014,F_15_19,20035,Greenville,ME,57.82668
2014,F_15_19,30006,Dover,NH,428.94
2014,F_15_19,30022,Portsmouth,NH,0
2014,F_20_24,20001,Augusta,ME,2084.4707599999997
2014,F_20_24,20002,Bangor,ME,4735.05055
2014,F_20_24,20003,Bar Harbor,ME,258.57632
2014,F_20_24,20005,Belfast,ME,556.8598999999999
2014,F_20_24,20006,Biddeford,ME,2120.9788
2014,F_20_24,20007,Blue Hill,ME,314.78915
2014,F_20_24,20008,Boothbay Harbor,ME,143.61047
2014,F_20_24,20009,Bridgton,ME,531.9250400000001
2014,F_20_24,20010,Brunswick,ME,2066.4775000000004
2014,F_20_24,20011,Calais,ME,334.4571
2014,F_20_24,20012,Caribou,ME,444.71196
2014,F_20_24,20013,Damariscotta,ME,254.70021999999997
2014,F_20_24,20014,Dover-Foxcroft,ME,473.3669
2014,F_20_24,20015,Ellsworth,ME,655.15819
2014,F_20_24,20016,Farmington,ME,1358.4103
2014,F_20_24,20017,Fort Kent,ME,326.18838
2014,F_20_24,20018,Houlton,ME,477.86072
2014,F_20_24,20019,Lewiston,ME,3509.2551900000003
2014,F_20_24,20020,Lincoln,ME,461.4687
2014,F_20_24,20021,Machias,ME,339.40413
2014,F_20_24,20022,Millinocket,ME,378.99428
2014,F_20_24,20023,Norway,ME,622.7597999999999
2014,F_20_24,20024,Pittsfield,ME,541.52193
2014,F_20_24,20025,Portland,ME,7894.4828099999995
2014,F_20_24,20026,Presque Isle,ME,606.57268
2014,F_20_24,20027,Rockland,ME,1124.48242
2014,F_20_24,20028,Rumford,ME,361.43665
2014,F_20_24,20029,Sanford,ME,1204.41686
2014,F_20_24,20030,Skowhegan,ME,699.4911999999999
2014,F_20_24,20031,Waterville,ME,1988.9999200000002
2014,F_20_24,20033,York,ME,1280.22848
2014,F_20_24,20035,Greenville,ME,42.77467
2014,F_20_24,30006,Dover,NH,390.19241999999997
2014,F_20_24,30022,Portsmouth,NH,0
2014,F_25_29,20001,Augusta,ME,1949.5948999999998
2014,F_25_29,20002,Bangor,ME,4464.6803
2014,F_25_29,20003,Bar Harbor,ME,284.45311999999996
2014,F_25_29,20005,Belfast,ME,548.9451399999999
2014,F_25_29,20006,Biddeford,ME,2217.7402
2014,F_25_29,20007,Blue Hill,ME,346.2914
2014,F_25_29,20008,Boothbay Harbor,ME,145.50757
2014,F_25_29,20009,Bridgton,ME,563.92192
2014,F_25_29,20010,Brunswick,ME,2255.88636
2014,F_25_29,20011,Calais,ME,312.4143
2014,F_25_29,20012,Caribou,ME,412.10136
2014,F_25_29,20013,Damariscotta,ME,258.06482
2014,F_25_29,20014,Dover-Foxcroft,ME,487.40685
2014,F_25_29,20015,Ellsworth,ME,704.9970800000001
2014,F_25_29,20016,Farmington,ME,1015.4484600000001
2014,F_25_29,20017,Fort Kent,ME,302.26908000000003
2014,F_25_29,20018,Houlton,ME,443.21058999999997
2014,F_25_29,20019,Lewiston,ME,3623.5285
2014,F_25_29,20020,Lincoln,ME,431.0565
2014,F_25_29,20021,Machias,ME,317.03529
2014,F_25_29,20022,Millinocket,ME,353.94262999999995
2014,F_25_29,20023,Norway,ME,672.1083799999999
2014,F_25_29,20024,Pittsfield,ME,555.65991
2014,F_25_29,20025,Portland,ME,8293.75983
2014,F_25_29,20026,Presque Isle,ME,562.09288
2014,F_25_29,20027,Rockland,ME,1182.8319
2014,F_25_29,20028,Rumford,ME,381.14782
2014,F_25_29,20029,Sanford,ME,1259.3636900000001
2014,F_25_29,20030,Skowhegan,ME,790.1946800000001
