year,agesex_grp,hsanum,hsacity,hsastate,hsa_pop
2012,F_05_09,20012,Caribou,ME,449.51347000000004
2012,F_05_09,20013,Damariscotta,ME,267.01209
2012,F_05_09,20014,Dover-Foxcroft,ME,512.0422
2012,F_05_09,20015,Ellsworth,ME,688.43127
2012,F_05_09,20016,Farmington,ME,993.1893600000001
2012,F_05_09,20017,Fort Kent,ME,341.08508
2012,F_05_09,20018,Houlton,ME,408.37828
2012,F_05_09,20019,Lewiston,ME,3501.13893
2012,F_05_09,20020,Lincoln,ME,320.89817
2012,F_05_09,20021,Machias,ME,424.75741
2012,F_05_09,20022,Millinocket,ME,272.77516
2012,F_05_09,20023,Norway,ME,706.59553
2012,F_05_09,20024,Pittsfield,ME,496.16814999999997
2012,F_05_09,20025,Portland,ME,6706.9296300000005
2012,F_05_09,20026,Presque Isle,ME,533.14789
2012,F_05_09,20027,Rockland,ME,1224.20183
2012,F_05_09,20028,Rumford,ME,441.1318
2012,F_05_09,20029,Sanford,ME,1220.82336
2012,F_05_09,20030,Skowhegan,ME,827.58835
2012,F_05_09,20031,Waterville,ME,1909.44865
2012,F_05_09,20033,York,ME,1312.5596400000002
2012,F_05_09,20035,Greenville,ME,52.70645
2012,F_05_09,30006,Dover,NH,320.74974000000003
2012,F_05_09,30022,Portsmouth,NH,0
2012,F_10_14,20001,Augusta,ME,2054.46792
2012,F_10_14,20002,Bangor,ME,3472.2016
2012,F_10_14,20003,Bar Harbor,ME,233.0224
2012,F_10_14,20005,Belfast,ME,585.63085
2012,F_10_14,20006,Biddeford,ME,2308.52356
2012,F_10_14,20007,Blue Hill,ME,327.41756
2012,F_10_14,20008,Boothbay Harbor,ME,158.74356
2012,F_10_14,20009,Bridgton,ME,541.64572
2012,F_10_14,20010,Brunswick,ME,2004.9838
2012,F_10_14,20011,Calais,ME,314.2216
2012,F_10_14,20012,Caribou,ME,500.90880000000004
2012,F_10_14,20013,Damariscotta,ME,275.94558
2012,F_10_14,20014,Dover-Foxcroft,ME,552.6666200000001
2012,F_10_14,20015,Ellsworth,ME,664.24894
2012,F_10_14,20016,Farmington,ME,1047.10737
2012,F_10_14,20017,Fort Kent,ME,380.0832
2012,F_10_14,20018,Houlton,ME,450.65630000000004
2012,F_10_14,20019,Lewiston,ME,3366.2929900000004
2012,F_10_14,20020,Lincoln,ME,331.61622
2012,F_10_14,20021,Machias,ME,426.2104
2012,F_10_14,20022,Millinocket,ME,282.61656
2012,F_10_14,20023,Norway,ME,748.5130200000001
2012,F_10_14,20024,Pittsfield,ME,543.35966
2012,F_10_14,20025,Portland,ME,7262.564189999999
2012,F_10_14,20026,Presque Isle,ME,594.1056
2012,F_10_14,20027,Rockland,ME,1340.71914
2012,F_10_14,20028,Rumford,ME,467.54855000000003
2012,F_10_14,20029,Sanford,ME,1326.02816
2012,F_10_14,20030,Skowhegan,ME,940.90046
2012,F_10_14,20031,Waterville,ME,2092.27953
2012,F_10_14,20033,York,ME,1425.66984
2012,F_10_14,20035,Greenville,ME,57.70099
2012,F_10_14,30006,Dover,NH,348.39044
2012,F_10_14,30022,Portsmouth,NH,0
2012,F_15_19,20001,Augusta,ME,2130.90202
2012,F_15_19,20002,Bangor,ME,4392.00661
2012,F_15_19,20003,Bar Harbor,ME,251.94000000000003
2012,F_15_19,20005,Belfast,ME,676.4950500000001
2012,F_15_19,20006,Biddeford,ME,2391.13784
2012,F_15_19,20007,Blue Hill,ME,353.9985
2012,F_15_19,20008,Boothbay Harbor,ME,161.78900000000002
2012,F_15_19,20009,Bridgton,ME,591.23652
2012,F_15_19,20010,Brunswick,ME,2158.08138
2012,F_15_19,20011,Calais,ME,340.28771
2012,F_15_19,20012,Caribou,ME,576.5669
2012,F_15_19,20013,Damariscotta,ME,281.2395
2012,F_15_19,20014,Dover-Foxcroft,ME,597.5257799999999
2012,F_15_19,20015,Ellsworth,ME,718.37919
2012,F_15_19,20016,Farmington,ME,1397.73456
2012,F_15_19,20017,Fort Kent,ME,437.4916
2012,F_15_19,20018,Houlton,ME,519.79186
2012,F_15_19,20019,Lewiston,ME,3562.71562
2012,F_15_19,20020,Lincoln,ME,422.63794
2012,F_15_19,20021,Machias,ME,461.56649
2012,F_15_19,20022,Millinocket,ME,358.94712000000004
2012,F_15_19,20023,Norway,ME,786.3585
2012,F_15_19,20024,Pittsfield,ME,579.4035799999999
2012,F_15_19,20025,Portland,ME,8069.51394
2012,F_15_19,20026,Presque Isle,ME,683.8403
2012,F_15_19,20027,Rockland,ME,1280.01754
2012,F_15_19,20028,Rumford,ME,497.26439999999997
2012,F_15_19,20029,Sanford,ME,1373.48224
2012,F_15_19,20030,Skowhegan,ME,886.33908
2012,F_15_19,20031,Waterville,ME,2171.68495
2012,F_15_19,20033,York,ME,1476.68976
2012,F_15_19,20035,Greenville,ME,59.06447
2012,F_15_19,30006,Dover,NH,360.85816
2012,F_15_19,30022,Portsmouth,NH,0
2012,F_20_24,20001,Augusta,ME,2036.1944599999997
2012,F_20_24,20002,Bangor,ME,5405.34544
2012,F_20_24,20003,Bar Harbor,ME,240.448
2012,F_20_24,20005,Belfast,ME,535.76635
2012,F_20_24,20006,Biddeford,ME,2089.1280899999997
2012,F_20_24,20007,Blue Hill,ME,337.8512
2012,F_20_24,20008,Boothbay Harbor,ME,132.09596000000002
2012,F_20_24,20009,Bridgton,ME,531.73566
2012,F_20_24,20010,Brunswick,ME,1948.70106
2012,F_20_24,20011,Calais,ME,271.01613
2012,F_20_24,20012,Caribou,ME,495.16922
2012,F_20_24,20013,Damariscotta,ME,229.62378
2012,F_20_24,20014,Dover-Foxcroft,ME,510.15700000000004
2012,F_20_24,20015,Ellsworth,ME,665.89462
2012,F_20_24,20016,Farmington,ME,1451.76819
2012,F_20_24,20017,Fort Kent,ME,375.72808
2012,F_20_24,20018,Houlton,ME,455.53927
2012,F_20_24,20019,Lewiston,ME,3615.9923
2012,F_20_24,20020,Lincoln,ME,524.92855
2012,F_20_24,20021,Machias,ME,367.60647
2012,F_20_24,20022,Millinocket,ME,441.3854
2012,F_20_24,20023,Norway,ME,650.8307
2012,F_20_24,20024,Pittsfield,ME,593.18071
2012,F_20_24,20025,Portland,ME,7558.34264
2012,F_20_24,20026,Presque Isle,ME,587.29814
2012,F_20_24,20027,Rockland,ME,1086.34094
2012,F_20_24,20028,Rumford,ME,416.53413
2012,F_20_24,20029,Sanford,ME,1200.0062400000002
2012,F_20_24,20030,Skowhegan,ME,740.13766
2012,F_20_24,20031,Waterville,ME,2025.8187699999999
2012,F_20_24,20033,York,ME,1290.1782600000001
2012,F_20_24,20035,Greenville,ME,41.96534
2012,F_20_24,30006,Dover,NH,315.28041
2012,F_20_24,30022,Portsmouth,NH,0
2012,F_25_29,20001,Augusta,ME,1935.27678
2012,F_25_29,20002,Bangor,ME,3968.25083
2012,F_25_29,20003,Bar Harbor,ME,251.94000000000003
2012,F_25_29,20005,Belfast,ME,529.11775
2012,F_25_29,20006,Biddeford,ME,2119.13422
2012,F_25_29,20007,Blue Hill,ME,353.9985
2012,F_25_29,20008,Boothbay Harbor,ME,148.27486000000002
2012,F_25_29,20009,Bridgton,ME,550.41475
2012,F_25_29,20010,Brunswick,ME,2137.72478
2012,F_25_29,20011,Calais,ME,290.29791
2012,F_25_29,20012,Caribou,ME,434.12096
2012,F_25_29,20013,Damariscotta,ME,257.74773
2012,F_25_29,20014,Dover-Foxcroft,ME,479.11218
2012,F_25_29,20015,Ellsworth,ME,700.04199
2012,F_25_29,20016,Farmington,ME,1012.60653
2012,F_25_29,20017,Fort Kent,ME,329.40544
2012,F_25_29,20018,Houlton,ME,398.01128000000006
2012,F_25_29,20019,Lewiston,ME,3619.41082
2012,F_25_29,20020,Lincoln,ME,378.39646
2012,F_25_29,20021,Machias,ME,393.76029
2012,F_25_29,20022,Millinocket,ME,319.72408
2012,F_25_29,20023,Norway,ME,633.7733900000001
2012,F_25_29,20024,Pittsfield,ME,522.03078
2012,F_25_29,20025,Portland,ME,8036.36158
2012,F_25_29,20026,Presque Isle,ME,514.89152
2012,F_25_29,20027,Rockland,ME,1148.84571
2012,F_25_29,20028,Rumford,ME,397.39630999999997
2012,F_25_29,20029,Sanford,ME,1217.2419200000002
2012,F_25_29,20030,Skowhegan,ME,796.64458
2012,F_25_29,20031,Waterville,ME,1930.19676
2012,F_25_29,20033,York,ME,1308.70908
2012,F_25_29,20035,Greenville,ME,45.32417
2012,F_25_29,30006,Dover,NH,319.80878
2012,F_25_29,30022,Portsmouth,NH,0
2012,F_30_34,20001,Augusta,ME,1982.6261999999997
2012,F_30_34,20002,Bangor,ME,3701.80275
2012,F_30_34,20003,Bar Harbor,ME,237.44240000000002
2012,F_30_34,20005,Belfast,ME,612.2252500000001
2012,F_30_34,20006,Biddeford,ME,2164.72795
2012,F_30_34,20007,Blue Hill,ME,333.62806
2012,F_30_34,20008,Boothbay Harbor,ME,144.27772000000002
2012,F_30_34,20009,Bridgton,ME,546.0023900000001
2012,F_30_34,20010,Brunswick,ME,2059.8356599999997
2012,F_30_34,20011,Calais,ME,283.15651
2012,F_30_34,20012,Caribou,ME,456.29661000000004
2012,F_30_34,20013,Damariscotta,ME,250.79946
2012,F_30_34,20014,Dover-Foxcroft,ME,473.72751999999997
2012,F_30_34,20015,Ellsworth,ME,663.26693
2012,F_30_34,20016,Farmington,ME,982.84626
2012,F_30_34,20017,Fort Kent,ME,346.23204
2012,F_30_34,20018,Houlton,ME,413.61788
2012,F_30_34,20019,Lewiston,ME,3701.04434
2012,F_30_34,20020,Lincoln,ME,352.24395
2012,F_30_34,20021,Machias,ME,384.07369
2012,F_30_34,20022,Millinocket,ME,298.6746
2012,F_30_34,20023,Norway,ME,703.8701500000001
2012,F_30_34,20024,Pittsfield,ME,513.77925
2012,F_30_34,20025,Portland,ME,7567.34136
2012,F_30_34,20026,Presque Isle,ME,541.1930699999999
2012,F_30_34,20027,Rockland,ME,1251.10622
2012,F_30_34,20028,Rumford,ME,438.94234
2012,F_30_34,20029,Sanford,ME,1243.4312
2012,F_30_34,20030,Skowhegan,ME,820.6536499999999
2012,F_30_34,20031,Waterville,ME,2014.5637499999998
2012,F_30_34,20033,York,ME,1336.8663000000001
2012,F_30_34,20035,Greenville,ME,46.00725
2012,F_30_34,30006,Dover,NH,326.68955
2012,F_30_34,30022,Portsmouth,NH,0
2012,F_35_39,20001,Augusta,ME,1975.93664
2012,F_35_39,20002,Bangor,ME,3588.91767
2012,F_35_39,20003,Bar Harbor,ME,253.00080000000003
2012,F_35_39,20005,Belfast,ME,634.38725
2012,F_35_39,20006,Biddeford,ME,2214.2185799999997
2012,F_35_39,20007,Blue Hill,ME,355.48902
2012,F_35_39,20008,Boothbay Harbor,ME,166.5475
2012,F_35_39,20009,Bridgton,ME,542.7736
2012,F_35_39,20010,Brunswick,ME,2106.51876
2012,F_35_39,20011,Calais,ME,286.37014
2012,F_35_39,20012,Caribou,ME,482.38561000000004
2012,F_35_39,20013,Damariscotta,ME,289.51125
2012,F_35_39,20014,Dover-Foxcroft,ME,548.89526
2012,F_35_39,20015,Ellsworth,ME,701.1003900000001
2012,F_35_39,20016,Farmington,ME,986.44048
2012,F_35_39,20017,Fort Kent,ME,366.02804
2012,F_35_39,20018,Houlton,ME,434.10911
2012,F_35_39,20019,Lewiston,ME,3316.3747799999996
2012,F_35_39,20020,Lincoln,ME,340.00028
2012,F_35_39,20021,Machias,ME,388.43266
2012,F_35_39,20022,Millinocket,ME,289.13544
2012,F_35_39,20023,Norway,ME,709.7753600000001
2012,F_35_39,20024,Pittsfield,ME,523.50938
2012,F_35_39,20025,Portland,ME,7479.92891
2012,F_35_39,20026,Presque Isle,ME,572.13607
2012,F_35_39,20027,Rockland,ME,1256.81355
2012,F_35_39,20028,Rumford,ME,443.0792
2012,F_35_39,20029,Sanford,ME,1271.85888
2012,F_35_39,20030,Skowhegan,ME,871.3773299999999
2012,F_35_39,20031,Waterville,ME,2009.65417
2012,F_35_39,20033,York,ME,1367.43012
2012,F_35_39,20035,Greenville,ME,56.69772
2012,F_35_39,30006,Dover,NH,334.15842
2012,F_35_39,30022,Portsmouth,NH,0
2012,F_40_44,20001,Augusta,ME,2414.4057
2012,F_40_44,20002,Bangor,ME,4228.2224
2012,F_40_44,20003,Bar Harbor,ME,314.1736
2012,F_40_44,20005,Belfast,ME,666.52215
2012,F_40_44,20006,Biddeford,ME,2686.52286
2012,F_40_44,20007,Blue Hill,ME,441.44234
2012,F_40_44,20008,Boothbay Harbor,ME,195.66952
2012,F_40_44,20009,Bridgton,ME,661.95372
2012,F_40_44,20010,Brunswick,ME,2600.73772
2012,F_40_44,20011,Calais,ME,346.71497
2012,F_40_44,20012,Caribou,ME,575.5233400000001
2012,F_40_44,20013,Damariscotta,ME,340.13436
2012,F_40_44,20014,Dover-Foxcroft,ME,652.42886
2012,F_40_44,20015,Ellsworth,ME,867.35539000000006
2012,F_40_44,20016,Farmington,ME,1164.22843
2012,F_40_44,20017,Fort Kent,ME,436.69975999999997
2012,F_40_44,20018,Houlton,ME,517.99735
2012,F_40_44,20019,Lewiston,ME,3932.53382
2012,F_40_44,20020,Lincoln,ME,400.84643
2012,F_40_44,20021,Machias,ME,470.28443
2012,F_40_44,20022,Millinocket,ME,341.01563999999996
2012,F_40_44,20023,Norway,ME,872.18816
2012,F_40_44,20024,Pittsfield,ME,620.99019
2012,F_40_44,20025,Portland,ME,9082.53357
2012,F_40_44,20026,Presque Isle,ME,682.60258
2012,F_40_44,20027,Rockland,ME,1565.93004
2012,F_40_44,20028,Rumford,ME,543.66693
2012,F_40_44,20029,Sanford,ME,1543.1529600000001
2012,F_40_44,20030,Skowhegan,ME,1038.11474
2012,F_40_44,20031,Waterville,ME,2408.2841399999998
2012,F_40_44,20033,York,ME,1659.11004
2012,F_40_44,20035,Greenville,ME,67.56641
2012,F_40_44,30006,Dover,NH,405.43614
2012,F_40_44,30022,Portsmouth,NH,0
2012,F_45_49,20001,Augusta,ME,2712.8272199999997
2012,F_45_49,20002,Bangor,ME,4881.717420000001
2012,F_45_49,20003,Bar Harbor,ME,359.43440000000004
2012,F_45_49,20005,Belfast,ME,777.3321500000001
2012,F_45_49,20006,Biddeford,ME,3077.38193
2012,F_45_49,20007,Blue Hill,ME,505.03786
2012,F_45_49,20008,Boothbay Harbor,ME,224.41086
2012,F_45_49,20009,Bridgton,ME,744.38881
2012,F_45_49,20010,Brunswick,ME,2822.42118
2012,F_45_49,20011,Calais,ME,402.41789
2012,F_45_49,20012,Caribou,ME,685.35803
2012,F_45_49,20013,Damariscotta,ME,390.09573
2012,F_45_49,20014,Dover-Foxcroft,ME,731.77544
2012,F_45_49,20015,Ellsworth,ME,994.4199500000001
2012,F_45_49,20016,Farmington,ME,1467.2487600000002
2012,F_45_49,20017,Fort Kent,ME,520.04092
2012,F_45_49,20018,Houlton,ME,615.13155
2012,F_45_49,20019,Lewiston,ME,4452.19333
2012,F_45_49,20020,Lincoln,ME,463.6252
2012,F_45_49,20021,Machias,ME,545.83991
2012,F_45_49,20022,Millinocket,ME,394.81960000000004
2012,F_45_49,20023,Norway,ME,1021.2135700000001
2012,F_45_49,20024,Pittsfield,ME,724.07954
2012,F_45_49,20025,Portland,ME,10001.15199
2012,F_45_49,20026,Presque Isle,ME,812.87261
2012,F_45_49,20027,Rockland,ME,1695.97323
2012,F_45_49,20028,Rumford,ME,638.94824
2012,F_45_49,20029,Sanford,ME,1767.6644800000001
2012,F_45_49,20030,Skowhegan,ME,1217.1330899999998
2012,F_45_49,20031,Waterville,ME,2734.96031
2012,F_45_49,20033,York,ME,1900.4920200000001
2012,F_45_49,20035,Greenville,ME,75.15651
2012,F_45_49,30006,Dover,NH,464.42257
2012,F_45_49,30022,Portsmouth,NH,0
2012,F_50_54,20001,Augusta,ME,3097.74708
2012,F_50_54,20002,Bangor,ME,5409.89697
2012,F_50_54,20003,Bar Harbor,ME,426.26480000000004
2012,F_50_54,20005,Belfast,ME,910.30415
2012,F_50_54,20006,Biddeford,ME,3422.64727
2012,F_50_54,20007,Blue Hill,ME,598.94062
2012,F_50_54,20008,Boothbay Harbor,ME,277.8964
2012,F_50_54,20009,Bridgton,ME,825.3188500000001
2012,F_50_54,20010,Brunswick,ME,3204.55256
2012,F_50_54,20011,Calais,ME,479.90208
2012,F_50_54,20012,Caribou,ME,740.4058200000001
2012,F_50_54,20013,Damariscotta,ME,483.0702
2012,F_50_54,20014,Dover-Foxcroft,ME,911.7802
2012,F_50_54,20015,Ellsworth,ME,1180.29095
2012,F_50_54,20016,Farmington,ME,1643.9554799999999
2012,F_50_54,20017,Fort Kent,ME,561.81048
2012,F_50_54,20018,Houlton,ME,668.6244700000001
2012,F_50_54,20019,Lewiston,ME,4603.84781
2012,F_50_54,20020,Lincoln,ME,509.76921
2012,F_50_54,20021,Machias,ME,650.93952
2012,F_50_54,20022,Millinocket,ME,433.85108
2012,F_50_54,20023,Norway,ME,1201.0428700000002
2012,F_50_54,20024,Pittsfield,ME,773.92921
2012,F_50_54,20025,Portland,ME,10707.1929
2012,F_50_54,20026,Presque Isle,ME,878.16234
2012,F_50_54,20027,Rockland,ME,2113.56572
2012,F_50_54,20028,Rumford,ME,750.64784
2012,F_50_54,20029,Sanford,ME,1965.98672
2012,F_50_54,20030,Skowhegan,ME,1279.57736
2012,F_50_54,20031,Waterville,ME,3071.99629
2012,F_50_54,20033,York,ME,2113.71678
2012,F_50_54,20035,Greenville,ME,96.82144000000001
2012,F_50_54,30006,Dover,NH,516.52823
2012,F_50_54,30022,Portsmouth,NH,0
2012,F_55_59,20001,Augusta,ME,2986.44674
2012,F_55_59,20002,Bangor,ME,5121.310380000001
2012,F_55_59,20003,Bar Harbor,ME,438.6408
2012,F_55_59,20005,Belfast,ME,982.3306500000001
2012,F_55_59,20006,Biddeford,ME,3250.0146
2012,F_55_59,20007,Blue Hill,ME,616.33002
2012,F_55_59,20008,Boothbay Harbor,ME,293.31394
2012,F_55_59,20009,Bridgton,ME,784.30946
2012,F_55_59,20010,Brunswick,ME,3036.96168
2012,F_55_59,20011,Calais,ME,486.32934
2012,F_55_59,20012,Caribou,ME,782.40911
2012,F_55_59,20013,Damariscotta,ME,509.87067
2012,F_55_59,20014,Dover-Foxcroft,ME,907.1593
2012,F_55_59,20015,Ellsworth,ME,1211.8056900000001
2012,F_55_59,20016,Farmington,ME,1575.37858
2012,F_55_59,20017,Fort Kent,ME,593.68204
2012,F_55_59,20018,Houlton,ME,701.0329600000001
2012,F_55_59,20019,Lewiston,ME,4244.64183
2012,F_55_59,20020,Lincoln,ME,479.84310999999997
2012,F_55_59,20021,Machias,ME,659.65746
2012,F_55_59,20022,Millinocket,ME,410.09828000000005
2012,F_55_59,20023,Norway,ME,1159.01032
2012,F_55_59,20024,Pittsfield,ME,750.63709
2012,F_55_59,20025,Portland,ME,10076.12415
2012,F_55_59,20026,Presque Isle,ME,927.98057
2012,F_55_59,20027,Rockland,ME,2238.71381
2012,F_55_59,20028,Rumford,ME,724.41118
2012,F_55_59,20029,Sanford,ME,1866.8256000000001
2012,F_55_59,20030,Skowhegan,ME,1270.41604
2012,F_55_59,20031,Waterville,ME,2994.90413
2012,F_55_59,20033,York,ME,2007.1044000000002
2012,F_55_59,20035,Greenville,ME,97.81481000000001
2012,F_55_59,30006,Dover,NH,490.47540000000004
2012,F_55_59,30022,Portsmouth,NH,0
2012,F_60_64,20001,Augusta,ME,2643.5484799999995
2012,F_60_64,20002,Bangor,ME,4533.3049900000005
2012,F_60_64,20003,Bar Harbor,ME,426.7952
2012,F_60_64,20005,Belfast,ME,917.5068000000001
2012,F_60_64,20006,Biddeford,ME,2863.4421199999997
2012,F_60_64,20007,Blue Hill,ME,599.68588
2012,F_60_64,20008,Boothbay Harbor,ME,295.027
2012,F_60_64,20009,Bridgton,ME,673.5837799999999
2012,F_60_64,20010,Brunswick,ME,2672.85126
2012,F_60_64,20011,Calais,ME,475.61724
2012,F_60_64,20012,Caribou,ME,709.35991
2012,F_60_64,20013,Damariscotta,ME,512.8485
2012,F_60_64,20014,Dover-Foxcroft,ME,816.5698
2012,F_60_64,20015,Ellsworth,ME,1179.96878
2012,F_60_64,20016,Farmington,ME,1430.2108600000001
2012,F_60_64,20017,Fort Kent,ME,538.25324
2012,F_60_64,20018,Houlton,ME,637.3284600000001
2012,F_60_64,20019,Lewiston,ME,3733.6794200000004
2012,F_60_64,20020,Lincoln,ME,420.96161
2012,F_60_64,20021,Machias,ME,645.12756
2012,F_60_64,20022,Millinocket,ME,360.23628
2012,F_60_64,20023,Norway,ME,987.3994
2012,F_60_64,20024,Pittsfield,ME,668.59279
2012,F_60_64,20025,Portland,ME,8714.347969999999
2012,F_60_64,20026,Presque Isle,ME,841.34017
2012,F_60_64,20027,Rockland,ME,2105.98494
2012,F_60_64,20028,Rumford,ME,618.7597
2012,F_60_64,20029,Sanford,ME,1644.7763200000002
2012,F_60_64,20030,Skowhegan,ME,1143.58799
2012,F_60_64,20031,Waterville,ME,2646.1647199999998
2012,F_60_64,20033,York,ME,1768.36968
2012,F_60_64,20035,Greenville,ME,88.62061
2012,F_60_64,30006,Dover,NH,432.13588
2012,F_60_64,30022,Portsmouth,NH,0
2012,F_65_69,20001,Augusta,ME,2045.6826199999998
2012,F_65_69,20002,Bangor,ME,3408.49899
2012,F_65_69,20003,Bar Harbor,ME,339.80960000000005
2012,F_65_69,20005,Belfast,ME,704.7516
2012,F_65_69,20006,Biddeford,ME,2188.8887299999997
2012,F_65_69,20007,Blue Hill,ME,477.46324
2012,F_65_69,20008,Boothbay Harbor,ME,274.0896
2012,F_65_69,20009,Bridgton,ME,512.29964
2012,F_65_69,20010,Brunswick,ME,2153.50492
2012,F_65_69,20011,Calais,ME,397.77598
2012,F_65_69,20012,Caribou,ME,570.3055400000001
2012,F_65_69,20013,Damariscotta,ME,476.4528
2012,F_65_69,20014,Dover-Foxcroft,ME,700.72278
2012,F_65_69,20015,Ellsworth,ME,946.4823799999999
2012,F_65_69,20016,Farmington,ME,1097.08616
2012,F_65_69,20017,Fort Kent,ME,432.74056
2012,F_65_69,20018,Houlton,ME,512.0748600000001
2012,F_65_69,20019,Lewiston,ME,2921.67762
2012,F_65_69,20020,Lincoln,ME,315.73731999999995
2012,F_65_69,20021,Machias,ME,539.54362
2012,F_65_69,20022,Millinocket,ME,270.95936
2012,F_65_69,20023,Norway,ME,752.1030800000001
2012,F_65_69,20024,Pittsfield,ME,522.4108799999999
2012,F_65_69,20025,Portland,ME,6624.070830000001
2012,F_65_69,20026,Presque Isle,ME,676.4139799999999
2012,F_65_69,20027,Rockland,ME,1743.15488
2012,F_65_69,20028,Rumford,ME,471.39496
2012,F_65_69,20029,Sanford,ME,1257.3092800000002
2012,F_65_69,20030,Skowhegan,ME,918.65658
2012,F_65_69,20031,Waterville,ME,2010.51045
2012,F_65_69,20033,York,ME,1351.7872200000002
2012,F_65_69,20035,Greenville,ME,78.29427
2012,F_65_69,30006,Dover,NH,330.33577
2012,F_65_69,30022,Portsmouth,NH,0
2012,F_70_74,20001,Augusta,ME,1472.97904
2012,F_70_74,20002,Bangor,ME,2521.83076
2012,F_70_74,20003,Bar Harbor,ME,225.95040000000003
2012,F_70_74,20005,Belfast,ME,452.1048
2012,F_70_74,20006,Biddeford,ME,1576.29605
2012,F_70_74,20007,Blue Hill,ME,317.48076
2012,F_70_74,20008,Boothbay Harbor,ME,185.20082000000002
2012,F_70_74,20009,Bridgton,ME,375.40509
2012,F_70_74,20010,Brunswick,ME,1490.8447
2012,F_70_74,20011,Calais,ME,302.79536
2012,F_70_74,20012,Caribou,ME,452.12237000000005
2012,F_70_74,20013,Damariscotta,ME,321.93651
2012,F_70_74,20014,Dover-Foxcroft,ME,484.85094
2012,F_70_74,20015,Ellsworth,ME,643.39638
2012,F_70_74,20016,Farmington,ME,808.39381
2012,F_70_74,20017,Fort Kent,ME,343.06468
2012,F_70_74,20018,Houlton,ME,404.17810000000003
2012,F_70_74,20019,Lewiston,ME,2042.11114
2012,F_70_74,20020,Lincoln,ME,238.13227
2012,F_70_74,20021,Machias,ME,410.71184
2012,F_70_74,20022,Millinocket,ME,204.80196
2012,F_70_74,20023,Norway,ME,596.54751
2012,F_70_74,20024,Pittsfield,ME,386.89157
2012,F_70_74,20025,Portland,ME,4594.73237
2012,F_70_74,20026,Presque Isle,ME,536.2421899999999
2012,F_70_74,20027,Rockland,ME,1219.50821
2012,F_70_74,20028,Rumford,ME,373.05927
2012,F_70_74,20029,Sanford,ME,905.4328
2012,F_70_74,20030,Skowhegan,ME,673.8140699999999
2012,F_70_74,20031,Waterville,ME,1442.53971
2012,F_70_74,20033,York,ME,973.4697000000001
2012,F_70_74,20035,Greenville,ME,53.277680000000004
2012,F_70_74,30006,Dover,NH,237.88645
2012,F_70_74,30022,Portsmouth,NH,0
2012,F_75_79,20001,Augusta,ME,1130.01012
2012,F_75_79,20002,Bangor,ME,2030.23997
2012,F_75_79,20003,Bar Harbor,ME,170.25840000000002
2012,F_75_79,20005,Belfast,ME,337.41645
2012,F_75_79,20006,Biddeford,ME,1209.9874499999999
2012,F_75_79,20007,Blue Hill,ME,239.22846
2012,F_75_79,20008,Boothbay Harbor,ME,126.38576
2012,F_75_79,20009,Bridgton,ME,298.86738
2012,F_75_79,20010,Brunswick,ME,1128.38218
2012,F_75_79,20011,Calais,ME,239.95104
2012,F_75_79,20012,Caribou,ME,365.50689
2012,F_75_79,20013,Damariscotta,ME,219.69768
2012,F_75_79,20014,Dover-Foxcroft,ME,388.31114
2012,F_75_79,20015,Ellsworth,ME,489.13695000000007
2012,F_75_79,20016,Farmington,ME,632.28799
2012,F_75_79,20017,Fort Kent,ME,277.34196
2012,F_75_79,20018,Houlton,ME,326.42537000000004
2012,F_75_79,20019,Lewiston,ME,1759.18001
2012,F_75_79,20020,Lincoln,ME,193.29234
2012,F_75_79,20021,Machias,ME,325.46976
2012,F_75_79,20022,Millinocket,ME,166.20832
2012,F_75_79,20023,Norway,ME,462.32982
2012,F_75_79,20024,Pittsfield,ME,288.70136
2012,F_75_79,20025,Portland,ME,3718.25178
2012,F_75_79,20026,Presque Isle,ME,433.51142999999996
2012,F_75_79,20027,Rockland,ME,962.1803199999999
2012,F_75_79,20028,Rumford,ME,289.02153
2012,F_75_79,20029,Sanford,ME,695.0232000000001
2012,F_75_79,20030,Skowhegan,ME,477.95115999999996
2012,F_75_79,20031,Waterville,ME,1107.07198
2012,F_75_79,20033,York,ME,747.2493000000001
2012,F_75_79,20035,Greenville,ME,42.50759
2012,F_75_79,30006,Dover,NH,182.60505
2012,F_75_79,30022,Portsmouth,NH,0
2012,F_80_84,20001,Augusta,ME,978.6854399999999
2012,F_80_84,20002,Bangor,ME,1715.12104
2012,F_80_84,20003,Bar Harbor,ME,140.556
2012,F_80_84,20005,Belfast,ME,247.10630000000003
2012,F_80_84,20006,Biddeford,ME,1069.69905
2012,F_80_84,20007,Blue Hill,ME,197.4939
2012,F_80_84,20008,Boothbay Harbor,ME,107.73244000000001
2012,F_80_84,20009,Bridgton,ME,249.09066
2012,F_80_84,20010,Brunswick,ME,935.20512
2012,F_80_84,20011,Calais,ME,194.24608
2012,F_80_84,20012,Caribou,ME,340.98323
2012,F_80_84,20013,Damariscotta,ME,187.27242
2012,F_80_84,20014,Dover-Foxcroft,ME,279.6866
2012,F_80_84,20015,Ellsworth,ME,402.39447
2012,F_80_84,20016,Farmington,ME,485.63529000000005
2012,F_80_84,20017,Fort Kent,ME,258.73372
2012,F_80_84,20018,Houlton,ME,301.23614
2012,F_80_84,20019,Lewiston,ME,1476.66738
2012,F_80_84,20020,Lincoln,ME,165.32293
2012,F_80_84,20021,Machias,ME,263.47552
2012,F_80_84,20022,Millinocket,ME,142.72764
